Surname,FirstName,Hotel,Locality,Year,Day/Month,License,Citation,Remarks
RYAN,Malachy,Limerick Races,"Sydney Road near Liverpool, 1 mile from Liverpool",1830,29 June,0097,NRS 14401 [4/61]; Reel 5049,or Malachy
RYAN,Michael,"Crown and Harp, The","Liverpool Road, 7 1/2 miles from Liverpool",1834,3 July,0203,NRS 14401 [4/65]; Reel 5052,"see Harp, 1830, 1832-33; Harp and Crown, 1831"
RYAN,Michael,"Irish Harp, The","Liberty Plains, Parramatta",1839,29 June,0425,NRS 14401 [4/70]; Reel 5055,
RYAN,Michael,"Irish Harp, The","Liberty Plains, Parramatta",1837,7 July,0283,NRS 14401 [4/68]; Reel 5053,
RYAN,Michael,Crown and Harp,"Liverpool Road, 7 1/2 miles from Liverpool",1836,1 July,0122,NRS 14401 [4/67]; Reel 5053,"see Harp, 1830, 1832-33; Harp and Crown, 1831"
RYAN,Michael,"Harp, The",Sydney Road near Liverpool,1830,29 June,0098,NRS 14401 [4/61]; Reel 5049,"see Harp and Crown, 1831; Crown and Harp, 1834-36"
RYAN,Michael,"Harp, The",Liverpool Road near Liverpool,1833,8 [July],0265,NRS 14401 [4/64]; Reel 5051,"see Harp and Crown, 1831; Crown and Harp, 1834-36"
RYAN,Michael,"Harp, The",Sydney Road near Liverpool,1832,3 July,0135,NRS 14401 [4/63]; Reel 5050,"see Harp and Crown, 1831; Crown and Harp, 1834-36"
RYAN,Michael,Irish Harp,"Liberty Plains, Parramatta",1838,26 June,0035,NRS 14401 [4/69]; Reel 5054,
RYAN,Michael,"Harp and Crown, The","Liverpool Road, District of Liverpool",1831,5 July,0166,NRS 14401 [4/62]; Reel 5049,"see Harp, 1830, 1832-33; Crown and Harp, 1834-36"
RYAN,Michael,Crown and Harp,"Liverpool Road, 7 1/2 miles from Liverpool",1835,9 July,0354,NRS 14401 [4/66]; Reel 5052,"see Harp, 1830, 1832-33; Harp and Crown, 1831"
RYAN,Michael,Irish Harp,"Liverpool Road, District of Parramatta",1841,30 June,0394,NRS 14401 [7/1501]; Reel 1236,
RYAN,Michael,Irish Harp,"Liberty Plains, Parramatta",1840,30 June,0399,NRS 14401 [4/72]; Reel 5056,
RYAN,Patrick,Emu Inn,"Merton, District of Muscle Brook",1856,28 April,0146,NRS 14403 [7/1507]; Reel 1239,on List of Certificates under Muscle Brook
RYAN,Patrick,"Emu Inn, The","Merton, District of Muscle Brook",1856,28 April,0146,NRS 14403 [7/1504]; Reel 1237,
RYAN,Patrick,"Emu Inn, The","Merton, District of Muscle Brook",1857,21 April,0098,NRS 14403 [7/1508]; Reel 1239,
RYAN,Patrick,"Commercial Hotel, The","Greenhills, District of Shoalhaven",1860,24 April,0775,NRS 14403 [7/1513]; Reel 1242,
RYAN,Patrick,"Golden Fleece Inn, The",Binalong,1860,17 April,0785,NRS 14403 [7/1513]; Reel 1242,
RYAN,Patrick,"Bookham Inn, The",Bogolong,1855,17 April,0803,NRS 14403 [7/1502]; Reel 1236,
RYAN,Patrick,"Bookham Inn, The","Bogalong, District of Binalong",1853,26 April,0435,NRS 14403 [4/85]; Reel 5064,
RYAN,Patrick,"Emu Inn, The","Merton, District of Musclebrook",1854,18 April,0201,NRS 14403 [4/87]; Reel 5065,
RYAN,Patrick,"Bookham Inn, The","Bogolong, District of Binalong",1854,18 April,0331,NRS 14403 [4/87]; Reel 5065,
RYAN,Patrick,"Golden Fleece, The","Queen Street, Binalong",1856,18 April,0169,NRS 14403 [7/1507]; Reel 1239,on List of Certificates under Binalong
RYAN,Patrick,"Bookham Inn, The","Bogolong, District of Binalong",1856,18 April,0169,NRS 14403 [7/1504]; Reel 1237,
RYAN,Patrick,"Bookham Inn, The",Binalong,1856,18 April,1048,NRS 14403 [7/1506]; Reel 1238,
RYAN,Patrick,"Emu Inn, The",Merton,1855,17 April,0447,NRS 14403 [7/1502]; Reel 1236,
RYAN,Patrick,"Golden Fleece, The",Binalong,1855,17 April,0886,NRS 14403 [7/1503]; Reel 1237,
RYAN,Patrick,"Bookham Inn, The","Bookham, Binalong, Yass",1847,25 June,0238,NRS 14401 [4/79]; Reel 5061,
RYAN,Patrick,"Emu Inn, The",Muscle Brook,1858,20 April,0162,NRS 14403 [7/1509]; Reel 1240,2 pages
RYAN,Patrick,"Emu Inn, The","Merton, District of Muswell Brook",1853,19 April,0651,NRS 14403 [4/85]; Reel 5064,
RYAN,Patrick,"Bookham Inn, The","Port Phillip Road, Bogolong, District of Binalong",1856,18 April,1048,NRS 14403 [7/1507]; Reel 1239,on List of Certificates under Binalong
RYAN,Patrick,"Bookham Inn, The","Bogelong, District of Binalong",1848,23 June,0256,NRS 14401 [4/82]; Reel 5062,
RYAN,Phillip,"Harp of Erin, The","Cherry Tree Hill, Mudgee Road, District of Rylstone",1858,27 April,0132,NRS 14403 [7/1509]; Reel 1240,
RYAN,Robert,"Sportsman, The","George Street, Sydney",1832,9 July,0246,NRS 14401 [4/63]; Reel 5050,
RYAN,Stephen,"Crown Inn, The","Butterwick, Raymond Terrace",1839,17 June,0145,NRS 14401 [4/70]; Reel 5055,
RYAN,Stephen,"Crown Inn, The","Butterwick, Raymond Terrace",1838,2 July,0193,NRS 14401 [4/69]; Reel 5054,
RYAN,Thomas,"Shamrock Inn, The",Berrima,1855,17 April,1217,NRS 14403 [4/89]; Reel 5066,
RYAN,Thomas,"Gold Diggers Arms Inn, The","Nathan Street, Berrima",1860,17 April,0242,NRS 14403 [7/1512]; Reel 1241,
RYAN,Thomas,Waterloo Inn,Bunyown,1841,3 May,0001,NRS 14401 [7/1501]; Reel 1236,
RYAN,Thomas,"Waterloo Inn, The","Buchanan, Lake Bathurst, Bungonia, Goulburn",1845,30 June,0463,NRS 14401 [4/77]; Reel 5059,
RYAN,Thomas,"Gold Diggers Arms, The","Nathan Street, Berrima",1857,6 May,0390,NRS 14403 [7/1508]; Reel 1239,
RYAN,Thomas,"Queens Arms, The","Burrowa, District of Binalong",1860,17 April,0505,NRS 14403 [7/1513]; Reel 1242,
RYAN,Thomas,Shamrock Inn,"Sutton Forest, District of Berrima",1856,23 April,0162,NRS 14403 [7/1507]; Reel 1239,on List of Certificates under Berrima
RYAN,Thomas,"Shamrock Inn, The","Sutton Forest, District of Berrima",1856,23 April,0162,NRS 14403 [7/1504]; Reel 1237,
RYAN,Thomas,"Butchers Arms, The","Main Street, Campbell Town",1856,23 April,1045,NRS 14403 [7/1506]; Reel 1238,
RYAN,Thomas,"Shamrock Inn, The","Great South Road, Sutton Forest, District of Berrima",1854,18 April,0017,NRS 14403 [4/87]; Reel 5065,
RYAN,Thomas,Morpeth Hotel,"Morpeth, District of Maitland",1848,24 June,0295,NRS 14401 [4/82]; Reel 5062,
RYAN,Thomas,"Black Horse, The","Ploughed Ground, Sutton Forest, Berrima",1847,17 June,0117,NRS 14401 [4/79]; Reel 5061,
RYAN,Thomas,"Waterloo Inn, The","Lake Bathurst, Bungonia, Goulburn",1844,29 June,0455,NRS 14401 [4/76]; Reel 5059,
RYAN,Thomas,"Black Horse, The","The Ploughed Ground, Berrima",1848,23 June,0248,NRS 14401 [4/82]; Reel 5062,
RYAN,Thomas,"Gold Diggers Arms, The","Nathan Street, Berrima",1858,28 April,0026,NRS 14403 [7/1509]; Reel 1240,
RYAN,Thomas,"Butchers' Arms, The","Main Street, Campbell Town",1858,20 April,0199,NRS 14403 [7/1509]; Reel 1240,
RYAN,Thomas,Waterloo Inn,"Lake Bathurst, Bungonia; Goulburn",1843,16 June,0093,NRS 14401 [4/75]; Reel 5058,
RYAN,Thomas,Butchers Arms,"Main Street, Campbell Town",1856,23 April,1045,NRS 14403 [7/1507]; Reel 1239,on List of Certificates under Campbell Town
RYAN,Thomas,Waterloo Inn,"Lake Bathurst, Bungonia, Goulburn",1842,12 May,0006,NRS 14401 [4/74]; Reel 5057,
RYAN,William,"Railroad Inn, The","Chippendale, Sydney",1853,30 April,0945,NRS 14403 [4/86]; Reel 5064,
RYAN,William,"Railway Inn, The","Liverpool Road, District of Sydney",1853,26 September,1104,NRS 14403 [4/86]; Reel 5064,2 pages
RYAN,William,"Railroad Inn, The","Chippendale, District of Sydney",1849,29 January,0769,NRS 14401 [4/83]; Reel 5062,
RYDER,William Edward,"Black Boy, The","George Street, Sydney",1848,19 June,0165,NRS 14401 [4/82]; Reel 5062,
SADDLER,Jane,"Carriers Arms, The","William Street, Bathurst",1860,17 April,0362,NRS 14403 [7/1512]; Reel 1241,
SADEBOTTOM,William,"Golden Fleece, The",Melbourne,1839,7 June,0068,NRS 14401 [4/70]; Reel 5055,
SADLER,Henry William,"Old Barkmans Inn, The","Summer Hill, District of Bathurst",1853,19 April,0383,NRS 14403 [4/84]; Reel 5063,
SADLER,Jane,"Old Bushman's Inn, The","Summerhill, District of Bathurst",1856,15 April,0565,NRS 14403 [7/1505]; Reel 1238,
SADLER,Jane,"Carrier Arms, The","William Street, Bathurst",1858,20 April,0578,NRS 14403 [7/1510]; Reel 1240,out of order in register - after 573
SADLER,Jane,Old Bushman's Inn,"Wellington Road, Summerhill, District of Bathurst",1856,15 April,0565,NRS 14403 [7/1507]; Reel 1239,on List of Certificates under Bathurst
SADLER,William Henry,"Old Bushman's Inn, The","Summerhill, District of Bathurst",1854,10 May,0276,NRS 14403 [4/87]; Reel 5065,
SADLIER,William,"Royal Highlander, The",Melbourne,1839,7 June,0063,NRS 14401 [4/70]; Reel 5055,
SAINT,Alfred George,"Masons' Arms, The","Kent Street, Sydney",1853,4 May,0939,NRS 14403 [4/86]; Reel 5064,
SAKE,John,"Digger's Home, The","Bundendong, District of Stoney Creek",1857,21 April,0133,NRS 14403 [7/1508]; Reel 1239,
SALHEIR,Jeremiah Montague,"Golden Fleece Inn, The","Liverpool Street, Scone",1858,20 April,0876,NRS 14403 [7/1510]; Reel 1240,
SALMON,Charles H,Saint John's Tavern,"George and Bridge Streets, Sydney",1846,26 June,0324,NRS 14401 [4/80]; Reel 5060,with Sarah BARNES
SALMON,Charles H,"Australian, The","George Street, Sydney",1849,28 February,0777,NRS 14401 [4/83]; Reel 5062,
SALMON,Charles H,St John Tavern,"George and Bridge Streets, Sydney",1847,29 June,0455,NRS 14401 [4/81]; Reel 5061,
SALMON,Charles Hargrave,"Australian Hotel, The","George Street, Sydney",1853,28 April,0729,NRS 14403 [4/85]; Reel 5064,
SALMON,Charles Hargrave,St John's Tavern,"George and Bridge Streets, Sydney",1848,30 June,0594,NRS 14401 [4/83]; Reel 5062,
SALMON,Sarah,"Rose Inn, The","Emu Plains, Penrith",1835,24 June,0034,NRS 14401 [4/66]; Reel 5052,
SALMON,Thomas A,"Rose Inn, The","Kempsey, Disitrict of Port Macquarie",1847,24 December,0683,NRS 14401 [4/81]; Reel 5061,
SALMON,Thomas Armitage,"Rose Inn, The",Penrith,1858,20 April,1434,NRS 14403 [7/1511]; Reel 1241,
SALMON,Thomas Armitage,"Rose Inn, The",Penrith,1857,21 April,0195,NRS 14403 [7/1508]; Reel 1239,
SALMON,Thomas Armitage,"Rose Inn, The","Kempsey, District of Port Macquarie",1848,24 June,0271,NRS 14401 [4/82]; Reel 5062,
SALMON,Thomas Armitage,"Rose Inn, The","Kempsey, District of Port Macquarie",1854,18 April,0008,NRS 14403 [4/87]; Reel 5065,
SALMON,Thomas Armitage,"Rose Inn, The","Kempsey, District of [Port] Macquarie",1853,19 April,0202,NRS 14403 [4/84]; Reel 5063,
SALMON,Thomas Armitage,"Rose Inn, The",Penrith,1856,21 April,0131,NRS 14403 [7/1504]; Reel 1237,
SALMON,Thomas Armitage,"Rose Inn, The","Evan, Penrith",1838,30 June,0153,NRS 14401 [4/69]; Reel 5054,
SALTER,Caleb,Kings Head,"Argyle and Harrington Streets, Sydney",1836,13 July,0343,NRS 14401 [4/67]; Reel 5053,"see King George the Fourth, 1835"
SALTER,Caleb,"Kings Head, The","Argyle and Harrington Streets, Sydney",1833,9 July,0301,NRS 14401 [4/64]; Reel 5051,"see King George the Fourth, 1835"
SALTER,Caleb,"Kings Head, The","Argyle and Harrington Streets, Sydney",1832,6 July,0183,NRS 14401 [4/63]; Reel 5050,"see King George the Fourth, 1835"
SALTER,Caleb,"Kings Head, The","Argyle and Harrington Streets, Sydney",1831,29 June,0040,NRS 14401 [4/62]; Reel 5049,"see King George the Fourth, 1835"
SALTER,Caleb,"King's Head, The","Argyle and Harrington Streets, Sydney",1830,8 July,0182,NRS 14401 [4/61]; Reel 5049,"see King George the Fourth, 1835"
SALTER,Caleb,"Kings Head, The","Argyle and Harrington Streets, Sydney",1834,5 July,0242,NRS 14401 [4/65]; Reel 5052,"see King George the Fourth, 1835"
SALTER,Caleb,King George the Fourth,"Harrington Street, Sydney",1835,13 July,0385,NRS 14401 [4/66]; Reel 5052,"see Kings Head, 1830-34, 1836"
SALTER,Thomas,Kings Head,"Clarence Street, Sydney",1836,30 June,0096,NRS 14401 [4/67]; Reel 5053,
SALTER,Thomas,Highlander,"Clarence Street, Sydney",1830,24 June,0024,NRS 14401 [4/61]; Reel 5049,or Hylander
SAMPSON,Martha,Cottage of Content,"Pitt and Bathurst Streets, Sydney",1856,15 April,1110,NRS 14403 [7/1507]; Reel 1239,on List of Certificates under Sydney
SAMPSON,Martha,Cottage of Content,"Pitt and Bathurst Streets, Sydney",1855,26 April,0904,NRS 14403 [7/1503]; Reel 1237,
SAMPSON,Martha,Cottage of Content,"Pitt and Bathurst Streets, Sydney",1856,23 April,1110,NRS 14403 [7/1506]; Reel 1238,
SAMPSON,William,"Mudgee Tavern, The",Mudgee,1848,19 June,0145,NRS 14401 [4/82]; Reel 5062,
SAMPSON,William E,Mudgee Tavern,Mudgee,1841,3 June,0064,NRS 14401 [7/1501]; Reel 1236,
SAMPSON,William Ealey,"Mudgee Tavern, The","Short Street, Mudgee",1847,21 May,0021,NRS 14401 [4/79]; Reel 5061,
SAMPSON,William Ealy,"Hope, The","Kelso, Bathurst",1837,13 July,0371,NRS 14401 [4/68]; Reel 5053,"see Hope Inn, 1835"
SAMPSON,William Ealy,Mudgee Tavern,"Short Street, Mudgee",1842,10 June,0081,NRS 14401 [4/74]; Reel 5057,
SAMPSON,William Ealy,Mudgee Tavern,"Short Street, Mudgee",1846,18 June,0138,NRS 14401 [4/78]; Reel 5060,
SAMPSON,William Ealy,Hope Inn,Bathurst Plains,1835,11 July,0375,NRS 14401 [4/66]; Reel 5052,"see Hope, 1837"
SAMPSON,William Ealy,"Hope Inn, The","Roxburgh, Bathurst; Kelso, 1840",1838,30 June,0167,NRS 14401 [4/69]; Reel 5054,
SAMPSON,William Ealy,Mudgee Tavern,"Short Street, Mudgee",1841,27 February,0450,NRS 14401 [4/73]; Reel 5056,
SAMPSON,William Ealy,Mudgee Tavern,"Short Street, Mudgee",1845,16 May,0010,NRS 14401 [4/77]; Reel 5059,
SAMPSON,William Ealy,Mudgee Tavern,"Short Street, Mudgee",1844,24 June,0158,NRS 14401 [4/76]; Reel 5059,
SAMPSON,William Ealy,Mudgee Tavern,"Short Street, Mudgee",1843,28 June,0301,NRS 14401 [4/75]; Reel 5058,
SAMSON,Martha,"Cottage of Content, The","Pitt and Park Streets, Sydney",1854,1 May,1058,NRS 14403 [4/89]; Reel 5066,
SAMUEL,Edward,Liverpool Arms,"Pitt and King Streets, Sydney",1848,29 June,0562,NRS 14401 [4/83]; Reel 5062,
SAMUEL,Edward,"London Tavern, The","George Street, Sydney",1854,25 April,0918,NRS 14403 [4/89]; Reel 5066,or SAMUELL
SAMUEL,Edward,Golden Fleece,"George and King Streets, Sydney",1856,24 April,1153,NRS 14403 [7/1506]; Reel 1238,
SAMUEL,Edward,Golden Fleece,"George Street, Sydney",1858,27 April,1094,NRS 14403 [7/1511]; Reel 1241,
SAMUEL,Edward,Golden Fleece,"George Street, Sydney",1856,15 April,1153,NRS 14403 [7/1507]; Reel 1239,on List of Certificates under Sydney
SAMUELL,Edward,London Tavern,"George Street, Sydney",1855,26 April,1037,NRS 14403 [7/1503]; Reel 1237,
SAMUELL,Edward,"Golden Fleece, The","George Street, Sydney",1860,24 July,0856,NRS 14403 [7/1513]; Reel 1242,
SAMUELL,Edward,"Liverpool Arms, The","Pitt and King Streets, Sydney",1853,29 April,0397,NRS 14403 [4/84]; Reel 5063,
SAMUELS,Lewis,"Governor Macquarie, The","Pitt Street, Sydney",1834,2 July,0175,NRS 14401 [4/65]; Reel 5052,"see Macquarie Arms, 1832"
SAMUELS,Lewis,"Governor Macquarie, The","Pitt Street, Sydney",1833,1 July,0140,NRS 14401 [4/64]; Reel 5051,"see Macquarie Arms, 1832"
SANDERS,Charles,-,"Wharf Street, South Grafton",1856,3 September,-,NRS 14403 [7/1507]; Reel 1239,"Confectioner's license; on List of Certificates (listed twice, on different pages)"
SANDERS,Charles,Quarrymans Arms,"Pyrmont, Sydney",1856,2 September,1310,NRS 14403 [7/1507]; Reel 1239,
SANDERS,Charles,Quarrymans Arms,"Mount and John Streets, Pyrmont, Sydney",1856,2 September,1310,NRS 14403 [7/1507]; Reel 1239,on List of Certificates under Sydney
SANDERS,James,"Odd Fellows Inn, The","Saint Marys, District of Penrith",1853,19 April,0778,NRS 14403 [4/85]; Reel 5064,
SANDERS,John,"Travellers Inn, The","Dun Dun, District of Avisford",1854,2 May,0353,NRS 14403 [4/87]; Reel 5065,
SANDHURST,Joshua,Hand and Heart,"Liverpool and Dixon Streets, Sydney",1858,27 April,0976,NRS 14403 [7/1510]; Reel 1240,
SANDWELL,Edward,Rose and Crown,"Castlereagh Street, Sydney",1834,5 July,0243,NRS 14401 [4/65]; Reel 5052,
SANDWELL,Edward,"Rose and Crown, The","Castlereagh Street, Sydney",1837,19 July,0410,NRS 14401 [4/68]; Reel 5053,
SANDWELL,Edward,Rose and Crown,"Castlereagh Street, Sydney",1836,4 July,0178,NRS 14401 [4/67]; Reel 5053,
SANDWELL,Edward,Rose and Crown,"Castlereagh Street, Sydney",1830,29 June,0094,NRS 14401 [4/61]; Reel 5049,
SANDWELL,Edward,"Rose and Crown, The","Castlereagh Street, Sydney",1832,9 July,0242,NRS 14401 [4/63]; Reel 5050,
SANDWELL,Edward,"Rose and Crown, The","Castlereagh Street, Sydney",1831,13 July,0231,NRS 14401 [4/62]; Reel 5049,
SANDWELL,Edward,Rose and Crown,"Castlereagh Street, Sydney",1835,3 July,0256,NRS 14401 [4/66]; Reel 5052,
SANDWELL,Edward,"Rose and Crown, The","Castlereagh Street, Sydney",1833,10 July,0317,NRS 14401 [4/64]; Reel 5051,or TANDWELL
SANDWELL,Elizabeth,"Rose and Crown, The","Castlereagh Street, Sydney",1839,8 July,0472,NRS 14401 [4/70]; Reel 5055,
SANDWELL,Elizabeth,Rose and Crown,"Castlereagh Street, Sydney",1840,13 June,0141,NRS 14401 [4/72]; Reel 5056,
SANDWELL,Elizabeth,"Rose and Crown, The","Castlereagh Street, Sydney",1838,7 July,0363,NRS 14401 [4/69]; Reel 5054,
SAPPE,James,Bagnigge Wells,"Parramatta Road, Sydney",1835,13 July,0381,NRS 14401 [4/66]; Reel 5052,
SAPPE,James,Bagnigge Wells,"Parramatta Road, Sydney",1837,10 July,0310,NRS 14401 [4/68]; Reel 5053,
SAPPE,James,"Bagnigge Wells, The","Parramatta Road, District of Sydney",1832,10 July,0276,NRS 14401 [4/63]; Reel 5050,
SAPPE,James,"Bagnigge Wells, The","Parramatta Road, District of Sydney",1833,1 [July],0113,NRS 14401 [4/64]; Reel 5051,
SAPPE,James,"Bagnige Wells, The","Parramatta Road, Sydney",1834,7 July,0285,NRS 14401 [4/65]; Reel 5052,
SARGEANT,Eliza,"Dunbarton Castle, The","Druid Street, Stonehenge, Beardin Plains, District of Wellingrove",1856,15 April,1279,NRS 14403 [7/1507]; Reel 1239,"on List of Certificates under Wellingrove (listed twice, on different pages)"
SARGEANT,Eliza,"Dunbarton Castle, The","Stonehenge, Beardin Plains, District of Wellingrove",1856,15 April,1279,NRS 14403 [7/1507]; Reel 1239,2 pages
SARGENT,Edward,"Dumbarton Castle, The","Beardie Plains, District of Wellingrove",1854,18 April,0130,NRS 14403 [4/87]; Reel 5065,
SATTERTHWAITE,William,Crooked Billet,"George Street, Sydney; George and Hunter Streets, 1837",1836,29 June,0038,NRS 14401 [4/67]; Reel 5053,
SATTERTHWAITE,William,"Crooked Billet, The","George Street, Sydney; George and Hunter Streets, 1837",1833,27 June,0030,NRS 14401 [4/64]; Reel 5051,
SATTERTHWAITE,William,"Crooked Billet, The","George Street, Sydney; George and Hunter Streets, 1837",1832,29 June,0077,NRS 14401 [4/63]; Reel 5050,
SATTERTHWAITE,William,"Crooked Billet, The","George Street, Sydney; George and Hunter Streets, 1837",1835,25 June,0059,NRS 14401 [4/66]; Reel 5052,
SATTERTHWAITE,William,"Crooked Billet, The","George Street, Sydney; George and Hunter Streets, 1837",1834,8 July,0291,NRS 14401 [4/65]; Reel 5052,
SAUNDERS,Charles,"Lord Nelson Hotel, The","Kent Street, Sydney",1860,24 April,0779,NRS 14403 [7/1513]; Reel 1242,
SAUNDERS,Charles,"Quarrymans Arms, The","Pyrmont, Sydney",1858,4 May,1029,NRS 14403 [7/1511]; Reel 1241,
SAUNDERS,John,"Plough Inn, The","Jerrys Plain, District of Patricks Plains",1860,17 April,0071,NRS 14403 [7/1512]; Reel 1241,
SAUNDERS,John,"Traveller's Inn, The","Dunn Dunn, District of Avisford",1853,19 April,0680,NRS 14403 [4/85]; Reel 5064,
SAUNDERS,Josiah,"Hand and Heart, The","Liverpool and Dixon Streets, Sydney",1856,23 April,1186,NRS 14403 [7/1506]; Reel 1238,
SAUNDERS,Josiah,Hand and Heart,"Liverpool and Dixon Streets, Sydney",1856,15 April,1186,NRS 14403 [7/1507]; Reel 1239,on List of Certificates under Sydney
SAVILLE,Frederick,"Circular Quay Hotel, The","Macquarie Place, Sydney",1860,24 April,0977,NRS 14403 [7/1513]; Reel 1242,
SAVILLE,Frederick,Circular Quay Hotel,"Circular Quay, Sydney",1856,23 April,0934,NRS 14403 [7/1506]; Reel 1238,
SAVILLE,Frederick,"Circular Quay Hotel, The","Castlereagh Street, Sydney",1858,21 May,1136,NRS 14403 [7/1511]; Reel 1241,
SAVILLE,Frederick,Circular Quay Hotel,"Circular Quay, Sydney",1856,15 April,0934,NRS 14403 [7/1507]; Reel 1239,on List of Certificates under Sydney
SAVILLE,George,"Dairy Maid Inn, The","Lambert Street, Bathurst",1860,17 April,0957,NRS 14403 [7/1513]; Reel 1242,
SAVILLE,George,"Dairyman's Inn, The","Lambert Street, Bathurst",1858,20 April,1156,NRS 14403 [7/1511]; Reel 1241,
SAW,Alexander,"Jemalong Inn, The","Jemalong, District of Binalong",1858,20 April,0236,NRS 14403 [7/1509]; Reel 1240,
SAWYER,William,"Tarcutta Inn, The","Tarcutta, District of Wagga Wagga",1860,17 April,0206,NRS 14403 [7/1512]; Reel 1241,
SAWYER,William,Tarcuttah Inn,"Port Phillip Road, Tarcuttah, District of Wagga Wagga",1856,15 April,0119,NRS 14403 [7/1507]; Reel 1239,on List of Certificates under Wagga Wagga
SAWYER,William,"Tarcuttah Inn, The","Port Phillip Road, Tarcuttah, District of Wagga Wagga",1856,15 April,0119,NRS 14403 [7/1504]; Reel 1237,
SAWYER,William,"Tarcutta Inn, The","Tarcutta, District of South Wagga Wagga",1858,20 April,1498,NRS 14403 [7/1511]; Reel 1241,
SAWYERS,William,Royal George Inn,"Gunninggawa, District of Avisford",1856,15 April,0261,NRS 14403 [7/1507]; Reel 1239,on List of Certificates under Avisford
SAWYERS,William,"Royal George Inn, The","Gunninggawa, District of Avisford",1856,15 April,0261,NRS 14403 [7/1504]; Reel 1237,
SAWYERS,William,"Royal George, The","Spring Flat, District of Avisford",1855,17 April,0529,NRS 14403 [7/1502]; Reel 1236,
SAWYERS,William,"Royal George, The","Spring Flat, District of Avisford",1854,2 May,0207,NRS 14403 [4/87]; Reel 5065,
SAWYERS,William,"Royal George, The","Spring Flat, District of Avisford",1853,19 April,0050,NRS 14403 [4/84]; Reel 5063,2 pages
SAY,Jehn,"Green Man, The","Wattle Flat, District of Sofala",1858,20 April,1229,NRS 14403 [7/1511]; Reel 1241,
SAYERS,William,Nowra (Steam Packet),"Shoalhaven River, District of Shoalhaven",1858,4 May,0001,NRS 14403 [7/1511]; Reel 1241,Steam Packet license
SAYWELL,George,"Red Lion, The","Bank Street, East Maitland",1853,19 April,0208,NRS 14403 [4/84]; Reel 5063,
SCALES,John,Ship Inn,Bungonia,1841,26 June,0314,NRS 14401 [7/1501]; Reel 1236,
SCALES,John,Victoria Hotel,Bungonia,1848,27 June,0438,NRS 14401 [4/83]; Reel 5062,
SCANLAN,Jeremiah,"Sawyers Arms, The",Brisbane,1856,15 April,0197,NRS 14403 [7/1504]; Reel 1237,
SCANLAN,Jeremiah,"Sawyer's Arms, The",Brisbane,1857,21 April,0089,NRS 14403 [7/1508]; Reel 1239,
SCANLAN,Jeremiah,"Saint Patricks Tavern, The","Queen Street, Brisbane",1854,18 April,0145,NRS 14403 [4/87]; Reel 5065,
SCANLAN,Jeremiah,"Sawyers Arms, The","Queen Street, Brisbane",1855,17 April,0653,NRS 14403 [7/1502]; Reel 1236,
SCANLAN,Jeremiah,"St Patrick's Tavern, The","Queen Street, Brisbane",1853,19 April,0051,NRS 14403 [4/84]; Reel 5063,
SCANLAN,Jeremiah,"Sawyer's Arms, The","Queen Street, Brisbane",1858,20 April,0209,NRS 14403 [7/1509]; Reel 1240,
SCANLAN,Jeremiah,Sawyers Arms,"Queen Street, Brisbane",1856,15 April,0197,NRS 14403 [7/1507]; Reel 1239,on List of Certificates under Brisbane
SCANTLEBURY,Frederick,"Rose and Crown, The",District of Araluen,1860,17 April,0499,NRS 14403 [7/1512]; Reel 1241,
SCEALES,John,Victoria Hotel,Bungonia,1846,29 June,0453,NRS 14401 [4/80]; Reel 5060,
SCEALES,John,Ship Inn,Bungonia,1842,20 June,0172,NRS 14401 [4/74]; Reel 5057,
SCEALES,John,Victoria Inn,Bungonia,1844,25 June,0191,NRS 14401 [4/76]; Reel 5059,"Victoria Hotel, 1845-"
SCEALES,John,Victoria Inn,Bungonia,1843,23 June,0169,NRS 14401 [4/75]; Reel 5058,"Victoria Hotel, 1845-"
SCEALES,John,Victoria Hotel,Bungonia,1845,27 June,0324,NRS 14401 [4/77]; Reel 5059,"Victoria Inn, 1843-44"
SCEALES,John,Victoria Hotel,Bungonia,1847,28 June,0394,NRS 14401 [4/81]; Reel 5061,
SCHOFIELD,James,Patent Slip,"Sussex and King Streets, Sydney",1844,29 June,0435,NRS 14401 [4/76]; Reel 5059,
SCHOFIELD,James,"Patent Slip, The","Sussex and King Streets, Sydney",1845,30 June,0412,NRS 14401 [4/77]; Reel 5059,
SCHOFIELD,James,Highland Laddie,"Gungal Creek, Merton",1835,30 June,0171,NRS 14401 [4/66]; Reel 5052,
SCHOFIELD,John,White Horse Cellar,"George Street, Parramatta",1836,4 July,0193,NRS 14401 [4/67]; Reel 5053,
SCHOFIELD,Samuel,"Emu and Kangaroo, The","Windsor Road, District of Parramatta",1858,20 April,0751,NRS 14403 [7/1510]; Reel 1240,
SCHOFIELD,Samuel,"Emu and Kangaroo, The","Windsor Road, District of Parramatta",1856,15 April,1093,NRS 14403 [7/1506]; Reel 1238,
SCHOFIELD,Samuel,"Emu and Kangaroo, The","Windsor road, District of Parramatta",1855,17 April,0922,NRS 14403 [7/1503]; Reel 1237,formerly known as The Welcome Inn
SCHOFIELD,Samuel,Emu and Kangaroo,"Windsor Road, District of Parramatta",1856,15 April,1093,NRS 14403 [7/1507]; Reel 1239,on List of Certificates under Parramatta
SCHOLES,Joseph,"Crown Inn, The",Armidale,1854,18 April,0090,NRS 14403 [4/87]; Reel 5065,
