,Item,Reel,Year,Pre,Nos,Title,Place,Minister,Church,Remarks,
,[5/6057],,1891,,,Minutes,,,,M19837 - M19907,
,[5/6058],,1891,,,On Hand,,,,91/251 - 91/16060,
,[5/6059.1],,1891,,,Unnoted,,,,91/1624 - 91/16431,
,[5/6059.2],,1891,,,Unregistered,,,,part 1 of 3 for 1891,
,[5/6060],,1891,,,Unregistered,,,,part 2 of 3 for 1891,
,[5/6061.1],,1891,,,Unregistered,,,,part 3 of 3 for 1891,
,[5/6061.2],,1892,,1 - 218,,,,,,
,[5/6062],,1892,,220 - 717,,,,,,
,[5/6063],,1892,,724 - 1192,,,,,,
,[5/6064],,1892,,1205 - 1757,,,,,,
,[5/6065],,1892,,1758 - 2099,,,,,,
,[5/6066],,1892,,2121 - 2653,,,,,,
,[5/6067],,1892,,2660 - 3000,,,,,,
,[5/6068],,1892,,3002 - 3394,,,,,,
,[5/6069],,1892,,3395 - 3838,,,,,,
,[5/6070],,1892,,3846 - 4191,,,,,,
,[5/6071],,1892,,4201 - 4697,,,,,,
,[5/6072],,1892,,4698 - 5098,,,,,,
,[5/6073],,1892,,5102 - 5684,,,,,,
,[5/6074],,1892,,5688 - 6165,,,,,,
,[5/6075],,1892,,6166 - 6621,,,,,,
,[5/6076],,1892,,6630 - 7123,,,,,,
,[5/6077],,1892,,7126 - 7451,,,,,,
,[5/6078],,1892,,7469 - 7837,,,,,,
,[5/6079],,1892,,7838 - 8385,,,,,,
,[5/6080],,1892,,8387 - 8700,,,,,,
,[5/6081],,1892,,8704 - 8878,,,,,,
,[5/6082],,1892,,8884 - 9346,,,,,,
,[5/6083],,1892,,9351 - 9950,,,,,,
,[5/6084],,1892,,9958 - 10460,,,,,,
,[5/6085],,1892,,10472 - 11014,,,,,,
,[5/6086],,1892,,11015 - 11491,,,,,,
,[5/6087],,1892,,11499 - 11903,,,,,,
,[5/6088],,1892,,11907 - 12257,,,,,,
,[5/6089],,1892,,12262 - 12597,,,,,,
,[5/6090],,1892,,12610 - 13071,,,,,,
,[5/6091],,1892,,13073 - 13551,,,,,,
,[5/6092],,1892,,13552 - 14030,,,,,,
,[5/6093],,1892,,14102 - 14429,,,,,,
,[5/6094],,1892,,14430 - 14988,,,,,,
,[5/6095A],,1892,,15365 - 15835,,,,,,
,[5/6095],,1892,,14031 - 14100,,,,,,
,[5/6095],,1892,,15001 - 15362,,,,,,
,[5/6096],,1892,,15837 - 16291,,,,,,
,[5/6097],,1892,,16293 - 16688,,,,,,
,[5/6098],,1892,,16694 - 16800,,,,,,
,[5/6099],,1892,,,Despatches,,,,M5180/B - M5314/B,
,[5/6100],,1892,,,Estimates,,,,for 1893; part 1 of 3 for 1892,
,[5/6101],,1892,,,Estimates,,,,for 1893; part 2 of 3 for 1892,
,[5/6102],,1892,,,Unregistered,,,,part 1 of 3 for 1892,
,[5/6103],,1892,,,Estimates,,,,Supplementary Estimates; part 1 of 2 for 1892,
,[5/6104.1],,1892,,,Legislative Council,,,,LC 92/1 - 92/13,
,[5/6104.2],,1892,,,Minutes,,,,M19908 - M19962,
,[5/6105.1],,1892,,,Minutes,,,,M19963 - M19990,
,[5/6105.2],,1892,,,On Hand,,,,92/45 - 92/ 9706,
,[5/6106],,1892,,,On Hand,,,,"large cases 92/1680, 4393, 9953, 11374, 15870 (N.B. On Hand 1892 includes Report of Board of Inquiry into Callan Park)",
,[5/6107],,1892,,,On Hand,,,,92/9813 - 92/16618,
,[5/6108],,1892,,,Estimates,,,,Supplementary Estimates; part 2 of 2 for 1892,
,[5/6109],,1892,,,Unregistered,,,,part 2 of 3 for 1892,
,[5/6110.1],,1892,,,Estimates,,,,for 1893; part 3 of 3 for 1892,
,[5/6110.2],,1892,,,Legislative Assembly,,,,LA 92/1 - 92/88,
,[5/6111.1],,1892,,,Unregistered,,,,part 3 of 3 for 1892,
,[5/6111.2],,1893,,1 - 225,,,,,,
,[5/6112],,1893,,227 - 627,,,,,,
,[5/6113],,1893,,628 - 1094,,,,,,
,[5/6114],,1893,,1096 - 1620,,,,,,
,[5/6115],,1893,,1621 - 1850,,,,,,
,[5/6116],,1893,,1851 - 2097,,,,,,
,[5/6117],,1893,,2101 - 2400,,,,,,
,[5/6118],,1893,,2401 - 2699,,,,,,
,[5/6120],,1893,,2700 - 3000,,,,,,
,[5/6121],,1893,,3001 - 3300,,,,,,
,[5/6122],,1893,,3301 - 3600,,,,,,
,[5/6123],,1893,,3601 - 3900,,,,,,
,[5/6124],,1893,,3901 - 4200,,,,,,
,[5/6125],,1893,,4201 - 4500,,,,,,
,[5/6126],,1893,,4501 - 4800,,,,,,
,[5/6127],,1893,,4801 - 5100,,,,,,
,[5/6128],,1893,,5101 - 5400,,,,,,
,[5/6129],,1893,,5401 - 5700,,,,,,
,[5/6130],,1893,,5701 - 6000,,,,,,
,[5/6131],,1893,,6001 - 6300,,,,,,
,[5/6132],,1893,,6301 - 6600,,,,,,
,[5/6133],,1893,,6601 - 6900,,,,,,
,[5/6134],,1893,,6901 - 7200,,,,,,
,[5/6135],,1893,,7201 - 7500,,,,,,
,[5/6136],,1893,,7501 - 7800,,,,,,
,[5/6137],,1893,,7801 - 8100,,,,,,
,[5/6138],,1893,,8101 - 8400,,,,,,
,[5/6139],,1893,,8401 - 8700,,,,,,
,[5/6140],,1893,,8701 - 9000,,,,,,
,[5/6141],,1893,,9001 - 9300,,,,,,
,[5/6142],,1893,,9301 - 9757,,,,,,
,[5/6143],,1893,,9761 - 10200,,,,,,
,[5/6144],,1893,,10201 - 10500,,,,,,
,[5/6145],,1893,,10501 - 10800,,,,,,
,[5/6146],,1893,,10801 - 11100,,,,,,
,[5/6147],,1893,,11101 - 11400,,,,,,
,[5/6148],,1893,,11401 - 11700,,,,,,
,[5/6149],,1893,,11701 - 12000,,,,,,
,[5/6150],,1893,,12001 - 12379,,,,,,
,[5/6151],,1893,,12384 - 12677,,,,,,
,[5/6152],,1893,,12678 - 12900,,,,,,
,[5/6153],,1893,,12901 - 13200,,,,,,
,[5/6154],,1893,,13201 - 13500,,,,,,
,[5/6155],,1893,,13501 - 13800,,,,,,
,[5/6156],,1893,,13801 - 14275,,,,,,
,[5/6157],,1893,,14276 - 14629,,,,,,
,[5/6158],,1893,,14630 - 15000,,,,,,
,[5/6159],,1893,,15001 - 15300,,,,,,
,[5/6160],,1893,,15309 - 15709,,,,,,
,[5/6161],,1893,,15711 - 15900,,,,,,
,[5/6162],,1893,,15901 - 16200,,,,,,
,[5/6163],,1893,,16201 - 16558,,,,,,
,[5/6164],,1893,,16559 - 16800,,,,,,
,[5/6165],,1893,,16801 - 17100,,,,,,
,[5/6166],,1893,,,Legislative Council,,,,LC 93/1 – 93/8,
,[5/6167],,1893,,,Legislative Assembly,,,,LA 93/1 – 93/39,
,[5/6168],,1893,,,Legislative Assembly,,,,LA 93/40 – 93/89,
,[5/6169],,1893,,,Estimates,,,,Estimates in Chief; part 1 of 2 for 1893,
,[5/6170],,1893,,,Estimates,,,,Estimates in Chief; part 2 of 2 for 1893,
,[5/6171],,1893,,,Minutes,,,,M19991 - M20111,
,[5/6172],,1893,,,On Hand,,,,93/210 - 11859,
,[5/6173],,1893,,,On Hand,,,,93/12475 - 16898,
,[5/6174],,1893,,,Despatches,,,,M5316/B - M5396/B,
,[5/6175],,1893,,,Despatches,,,,M5397/B - M5462/B,
,[5/6176],,1893,,,Bills,,,,,
,[5/6177],,1893,,,Estimates,,,,Estimates disallowed,
,[5/6178],,1893,,,Miscellaneous,,,,,
,[5/6179],,1894,,1 - 223,,,,,,
,[5/6180],,1894,,224 - 600,,,,,,
,[5/6181],,1894,,601 - 900,,,,,,
,[5/6182],,1894,,901 - 1359,,,,,,
,[5/6183],,1894,,1365 - 1800,,,,,,
,[5/6184],,1894,,1801 - 2100,,,,,,
,[5/6185],,1894,,2101 - 2463,,,,,,
,[5/6186],,1894,,2464 - 3000,,,,,,
,[5/6187],,1894,,3001 - 3300,,,,,,
,[5/6188],,1894,,3303 - 3757,,,,,,
,[5/6189],,1894,,3758 - 4132,,,,,,
,[5/6190],,1894,,4134 - 4380,,,,,,
,[5/6191],,1894,,4399 - 4500,,,,,,
,[5/6192],,1894,,4501 - 4800,,,,,,
,[5/6193],,1894,,4801 - 5100,,,,,,
,[5/6194],,1894,,5102 - 5387,,,,,,
,[5/6195],,1894,,5401 - 5700,,,,,,
,[5/6196],,1894,,5701 - 6000,,,,,,
,[5/6197],,1894,,6001 - 6300,,,,,,
,[5/6198],,1894,,6301 - 6600,,,,,,
,[5/6199],,1894,,6601 - 6900,,,,,,
,[5/6200],,1894,,6901 - 7200,,,,,,
,[5/6201],,1894,,7201 - 7500,,,,,,
,[5/6202],,1894,,7501 - 7800,,,,,,
,[5/6203],,1894,,7801 - 8100,,,,,,
,[5/6204],,1894,,8101 - 8400,,,,,,
,[5/6205],,1894,,8401 - 8700,,,,,,
,[5/6206],,1894,,8702 - 9008,,,,,,
,[5/6207],,1894,,9011 - 9300,,,,,,
,[5/6208],,1894,,9301 - 9600,,,,,,
,[5/6209],,1894,,9601 - 10266,,,,,,
,[5/6210],,1894,,10269 - 10500,,,,,,
,[5/6211],,1894,,10501 - 10800,,,,,,
,[5/6212],,1894,,10801 - 11400,,,,,,
,[5/6213],,1894,,11401 - 11700,,,,,,
,[5/6214],,1894,,11701 - 12000,,,,,,
,[5/6215],,1894,,12001 - 12300,,,,,,
,[5/6216],,1894,,12307 - 12600,,,,,,
,[5/6217],,1894,,12601 - 13004,,,,,,
,[5/6218],,1894,,13008 - 13200,,,,,,
,[5/6219],,1894,,13201 - 13500,,,,,,
,[5/6220],,1894,,13501 - 13800,,,,,,
,[5/6221],,1894,,13801 - 14082,,,,,,
,[5/6222],,1894,,14101 - 14397,,,,,,
,[5/6223],,1894,,14401 - 14700,,,,,,
,[5/6224],,1894,,14707 - 15103,,,,,,
,[5/6225],,1894,,15105 - 15300,,,,,,
,[5/6226],,1894,,15301 - 15600,,,,,,
,[5/6227],,1894,,15601 - 15900,,,,,,
,[5/6228],,1894,,15901 - 16200,,,,,,
,[5/6229],,1894,,16201 - 16500,,,,,,
,[5/6230],,1894,,16508 - 16800,,,,,,
,[5/6231],,1894,,16801 - 17100,,,,,,
,[5/6232],,1894,,17101 - 17400,,,,,,
,[5/6233],,1894,,17401 - 17700,,,,,,
,[5/6234],,1894,,17701 - 18000,,,,,,
,[5/6235],,1894,,18001 - 18300,,,,,,
,[5/6236],,1894,,18301 - 18600,,,,,,
,[5/6237],,1894,,18601 - 18900,,,,,,
,[5/6238],,1894,,18901 - 19200,,,,,,
,[5/6239.1],,1894,,,Legislative Council,,,,,
,[5/6239.2],,1894,,,Legislative Assembly,,,,,
,[5/6240],,1894,,,Despatches,,,,M5464/B - M5607/B,
,[5/6241],,1894,,,On Hand,,,,94/848 - 94/18133,
,[5/6242],,1894,,,Minutes,,,,M20115 - M20193,
,[5/6243],,1895,,1 - 300,,,,,,
,[5/6244],,1895,,301 - 600,,,,,,
,[5/6245],,1895,,601 - 900,,,,,,
,[5/6246],,1895,,901 - 1200,,,,,,
,[5/6247],,1895,,1201 - 1800,,,,,,
,[5/6248],,1895,,1801 - 2133,,,,,,
,[5/6249],,1895,,2136 - 2400,,,,,,
,[5/6250],,1895,,2401 - 2700,,,,,,
,[5/6251],,1895,,2701 - 3000,,,,,,
,[5/6252],,1895,,3001 - 3600,,,,,,
,[5/6253],,1895,,3601 - 3900,,,,,,
,[5/6254],,1895,,3902 - 4160,,,,,,
,[5/6255],,1895,,4161 - 4500,,,,,,
,[5/6256],,1895,,4501 - 4800,,,,,,
,[5/6257],,1895,,4802 - 4906,,,,,,
,[5/6258],,1895,,4909 - 5181,,,,,,
,[5/6259],,1895,,5184 - 5400,,,,,,
,[5/6260],,1895,,5401 - 5700,,,,,,
,[5/6261],,1895,,5701 - 6000,,,,,,
,[5/6262],,1895,,6003 - 6538,,,,,,
,[5/6263],,1895,,6539 - 6900,,,,,,
,[5/6264],,1895,,6901 - 7200,,,,,,
,[5/6265],,1895,,7201 - 7500,,,,,,
,[5/6266],,1895,,7502 - 7767,,,,,,
,[5/6267],,1895,,7769 - 8100,,,,,,
,[5/6268],,1895,,8105 - 8308,,,,,,
,[5/6269],,1895,,8310 - 8700,,,,,,
,[5/6270],,1895,,8701 - 9000,,,,,,
,[5/6271],,1895,,9001 - 9300,,,,,,
,[5/6272],,1895,,9304 - 9747,,,,,,
,[5/6273],,1895,,9749 - 9900,,,,,,
,[5/6274],,1895,,9909 - 10200,,,,,,
,[5/6275],,1895,,10201 - 10800,,,,,,
,[5/6276],,1895,,10801 - 11400,,,,,,
,[5/6277],,1895,,11401 - 11720,,,,,,
,[5/6278],,1895,,11721 - 12300,,,,,,
,[5/6279],,1895,,12301 - 12600,,,,,,
,[5/6280],,1895,,12601 - 12900,,,,,,
,[5/6281],,1895,,12901 - 13200,,,,,,
,[5/6282],,1895,,13201 - 13500,,,,,,
,[5/6283],,1895,,13501 - 13800,,,,,,
,[5/6284],,1895,,13801 - 14100,,,,,,
,[5/6285],,1895,,14101 - 14400,,,,,,
,[5/6286],,1895,,14401 - 14700,,,,,,
,[5/6287],,1895,,14701 - 15000,,,,,,
,[5/6288],,1895,,15001 - 15300,,,,,,
,[5/6289],,1895,,15301 - 15600,,,,,,
,[5/6290],,1895,,15601 - 15900,,,,,,
,[5/6291],,1895,,15901 - 16200,,,,,,
,[5/6292],,1895,,16201 - 16500,,,,,,
,[5/6293],,1895,,16501 - 16734,,,,,,
,[5/6294],,1895,,16735 - 16800,,,,,,
,[5/6295],,1895,,16801 - 17100,,,,,,
,[5/6296],,1895,,17101 - 17400,,,,,,
,[5/6297],,1895,,17401 - 17700,,,,,,
,[5/6298],,1895,,17706 - 18000,,,,,,
,[5/6299],,1895,,18001 - 18300,,,,,,
,[5/6300],,1895,,18301 - 18600,,,,,,
,[5/6301],,1895,,18601 - 18900,,,,,,
,[5/6302],,1895,,18901 - 19219,,,,,,
,[5/6303],,1895,,,Legislative Assembly,,,,part 1 of 2 for 1895,
,[5/6304],,1895,,,Legislative Assembly,,,,part 2 of 2 for 1895,
,[5/6305],,1895,,,Despatches,,,,M5640/B - M5733/B,
,[5/6306],,1895,,,Legislative Council,,,,,
,[5/6307],,1895,,,Minutes,,,,M20195 - M20262,
,[5/6308],,1895,,,On Hand,,,,95/1728 - 95/19153,
,[5/6309],,1896,,1 - 310,,,,,,
,[5/6310],,1896,,311 - 744,,,,,,
,[5/6311],,1896,,745 - 1080,,,,,,
,[5/6312],,1896,,1081 - 1500,,,,,,
,[5/6313],,1896,,1501 - 2000,,,,,,
,[5/6314],,1896,,2001 - 2500,,,,,,
,[5/6315],,1896,,2501 - 3000,,,,,,
,[5/6316],,1896,,3001 - 3500,,,,,,
,[5/6317],,1896,,3501 - 4000,,,,,,
,[5/6318],,1896,,4001 - 4500,,,,,,
,[5/6319],,1896,,4501 - 5000,,,,,,
,[5/6320],,1896,,5001 - 5500,,,,,,
,[5/6321],,1896,,5501 - 6000,,,,,,
,[5/6322],,1896,,6001 - 6500,,,,,,
,[5/6323],,1896,,6501 - 7059,,,,,,
,[5/6324],,1896,,7060 - 7500,,,,,,
,[5/6325],,1896,,7501 - 8000,,,,,,
,[5/6326],,1896,,8001 - 8427,,,,,,
,[5/6327],,1896,,8428 - 8847,,,,,,
,[5/6328],,1896,,8848 - 9153,,,,,,
,[5/6329],,1896,,9155 - 9490,,,,,,
,[5/6330],,1896,,9501 - 9852,,,,,,
,[5/6331],,1896,,9853 - 10175,,,,,,
,[5/6332],,1896,,10176 - 10935,,,,,,
,[5/6333],,1896,,10936 - 11500,,,,,,
,[5/6334],,1896,,11501 - 12000,,,,,,
,[5/6335],,1896,,12001 - 12458,,,,,,
,[5/6336],,1896,,12459 - 12851,,,,,,
,[5/6337],,1896,,12852 - 13195,,,,,,
,[5/6338],,1896,,13196 - 13571,,,,,,
,[5/6339],,1896,,13572 - 14000,,,,,,
,[5/6340],,1896,,14001 - 14249,,,,,,
,[5/6341],,1896,,14250 - 14642,,,,,,
,[5/6342],,1896,,14643 - 15000,,,,,,
,[5/6343],,1896,,15001 - 15500,,,,,,
,[5/6344],,1896,,15501 - 16000,,,,,,
,[5/6345],,1896,,16001 - 16500,,,,,,
,[5/6346],,1896,,16501 - 17076,,,,,,
,[5/6347],,1896,,17077 - 17317,,,,,,
,[5/6348],,1896,,17321 - 17685,,,,,,
,[5/6349],,1896,,17686 - 18000,,,,,,
,[5/6350],,1896,,18001 - 18500,,,,,,
,[5/6351],,1896,,18501 - 19000,,,,,,
,[5/6352],,1896,,19001 - 19500,,,,,,
,[5/6353],,1896,,19501 - 20000,,,,,,
,[5/6354],,1896,,20001 - 20500,,,,,,
,[5/6355],,1896,,20501 - 21000,,,,,,
,[5/6356],,1896,,21001 - 21500,,,,,,
,[5/6357],,1896,,,On Hand,,,,96/81 - 96/19462,
,[5/6358.1],,1896,,,Legislative Council,,,,,
,[5/6358.2],,1896,,,Legislative Assembly,,,,,
,[5/6359],,1896,,,Minutes,,,,M20268 - M20375,
,[5/6360],,1896,,,Despatches,,,,M5735/B - M5897/B,
,[5/6361],,1897,,1 - 500,,,,,,
,[5/6362],,1897,,501 - 1000,,,,,,
,[5/6363],,1897,,1001 - 1500,,,,,,
,[5/6364],,1897,,1501 - 2000,,,,,,
,[5/6365],,1897,,2001 - 2500,,,,,,
,[5/6366],,1897,,2501 - 3000,,,,,,
,[5/6367],,1897,,3001 - 3500,,,,,,
,[5/6368],,1897,,3501 - 3966,,,,,,
,[5/6369],,1897,,4001 - 4500,,,,,,
,[5/6370],,1897,,4501 - 5000,,,,,,
,[5/6371],,1897,,5001 - 5500,,,,,,
,[5/6372],,1897,,5501 - 6000,,,,,,
,[5/6373],,1897,,6001 - 6500,,,,,,
,[5/6374],,1897,,6501 - 7000,,,,,,
,[5/6375],,1897,,7001 - 7214,,,,,,
,[5/6376],,1897,,7215 - 7500,,,,,,
,[5/6377],,1897,,7501 - 8000,,,,,,
,[5/6378],,1897,,8001 - 8500,,,,,,
,[5/6379],,1897,,8501 - 9000,,,,,,
,[5/6380],,1897,,9001 - 9500,,,,,,
,[5/6381],,1897,,9501 - 10000,,,,,,
,[5/6382],,1897,,10001 - 10240,,,,,,
,[5/6383],,1897,,10241 - 10500,,,,,,
,[5/6384],,1897,,10501 - 11000,,,,,,
,[5/6385],,1897,,11001 - 11500,,,,,,
,[5/6386],,1897,,11501 - 12000,,,,,,
,[5/6387],,1897,,12001 - 12291,,,,,,
,[5/6388],,1897,,12292 - 12500,,,,,,
,[5/6389],,1897,,12501 - 13000,,,,,,
,[5/6390],,1897,,13001 - 13500,,,,,,
,[5/6391],,1897,,13501 - 14000,,,,,,
,[5/6392],,1897,,14001 - 14500,,,,,,
,[5/6393],,1897,,14501 - 14834,,,,,,
,[5/6394],,1897,,14835 - 15000,,,,,,
,[5/6395],,1897,,15001 - 15402,,,,,,
,[5/6396],,1897,,15406 - 15737,,,,,,
,[5/6397],,1897,,15738 - 16000,,,,,,
,[5/6398],,1897,,16001 - 16471,,,,,,
,[5/6399],,1897,,16472 - 16837,,,,,,
,[5/6400],,1897,,16838 - 17321,,,,,,
,[5/6401],,1897,,17322 - 17824,,,,,,
,[5/6402],,1897,,17825 - 18166,,,,,,
,[5/6403],,1897,,18167 - 18497,,,,,,
,[5/6404],,1897,,18501 - 18939,,,,,,
,[5/6405],,1897,,18940 - 19003,,,,,,
,[5/6406],,1897,,19004 - 19339,,,,,,
,[5/6407],,1897,,19340 - 19652,,,,,,
,[5/6408],,1897,,19653 - 20000,,,,,,
,[5/6409],,1897,,,Unregistered,,,,,
,[5/6410],,1897,,,Legislative Assembly,,,,,
,[5/6411],,1897,,,Legislative Council,,,,,
,[5/6412],,1897,,,Despatches,,,,M5901/B - M6043/B,
,[5/6414],,1897,,,Minutes,,,,M20377 - M20445,
,[5/6415],,1898,,1 - 500,,,,,,
,[5/6416],,1898,,501 - 918,,,,,,
,[5/6417],,1898,,919 - 1500,,,,,,
,[5/6418],,1898,,1501 - 2000,,,,,,
,[5/6419],,1898,,2001 - 2500,,,,,,
,[5/6420],,1898,,2501 - 3000,,,,,,
,[5/6421],,1898,,3001 - 3500,,,,,,
,[5/6422],,1898,,3501 - 4000,,,,,,
,[5/6423],,1898,,4001 - 4500,,,,,,
,[5/6424],,1898,,4501 - 5000,,,,,,
,[5/6425],,1898,,5001 - 5500,,,,,,
,[5/6426],,1898,,5501 - 6000,,,,,,
,[5/6427],,1898,,6001 - 6500,,,,,,
,[5/6428],,1898,,6501 - 6914,,,,,,
,[5/6429],,1898,,6915 - 7500,,,,,,
,[5/6430],,1898,,7501 - 8000,,,,,,
,[5/6431],,1898,,8001 - 8543,,,,,,
,[5/6432],,1898,,8544 - 9000,,,,,,
,[5/6433],,1898,,9001 - 9500,,,,,,
,[5/6434],,1898,,9501 - 10000,,,,,,
,[5/6435],,1898,,10001 - 10500,,,,,,
,[5/6436],,1898,,10501 - 11000,,,,,,
,[5/6437],,1898,,11001 - 11500,,,,,,
,[5/6438],,1898,,11501 - 12000,,,,,,
,[5/6439],,1898,,12001 - 12500,,,,,,
,[5/6440],,1898,,12501 - 13000,,,,,,
,[5/6441],,1898,,13001 - 13500,,,,,,
,[5/6442],,1898,,13501 - 14000,,,,,,
,[5/6443],,1898,,14010 - 14500,,,,,,
,[5/6444],,1898,,14501 - 15000,,,,,,
,[5/6445],,1898,,15001 - 15500,,,,,,
,[5/6446],,1898,,15501 - 16000,,,,,,
,[5/6447],,1898,,16001 - 16500,,,,,,
,[5/6448],,1898,,16501 - 16858,,,,,,
,[5/6449],,1898,,16859 - 17000,,,,,,
,[5/6450],,1898,,17001 - 17500,,,,,,
,[5/6451],,1898,,17501 - 18000,,,,,,
,[5/6452],,1898,,18001 - 18500,,,,,,
,[5/6453],,1898,,18501 - 18896,,,,,,
,[5/6454],,1898,,18897 - 19311,,,,,,
,[5/6455],,1898,,19312 - 19500,,,,,,
,[5/6456],,1898,,19501 - 20000,,,,,,
,[5/6457],,1898,,20001 - 20500,,,,,,
,[5/6458],,1898,,20501 - 21000,,,,,,
,[5/6459],,1898,,21001 - 21500,,,,,,
,[5/6460],,1898,,21501 - 22000,,,,,,
,[5/6461],,1898,,22001 - 22500,,,,,,
,[5/6462.1],,1898,,,Legislative Assembly,,,,,
,[5/6462.2],,1898,,,Legislative Council,,,,,
,[5/6463],,1898,,,Despatches,,,,M6044/B - M6200/B,
,[5/6464],,1898,,,Minutes,,,,M20446 - M20535,
,[5/6465],,1898,,,On Hand,,,,98/742 - 98/22242,
,[5/6466],,1899,,1 - 500,,,,,,
,[5/6467],,1899,,501 - 1000,,,,,,
,[5/6468],,1899,,1001 - 1500,,,,,,
,[5/6469],,1899,,1501 - 2000,,,,,,
,[5/6470],,1899,,2001 - 2500,,,,,,
,[5/6471],,1899,,2501 - 3000,,,,,,
,[5/6472],,1899,,3001 - 3500,,,,,,
,[5/6473],,1899,,3501 - 4000,,,,,,
,[5/6474],,1899,,4001 - 4500,,,,,,
,[5/6475],,1899,,4501 - 5000,,,,,,
,[5/6476],,1899,,5001 - 5253,,,,,,
,[5/6477],,1899,,5254 - 5500,,,,,,
,[5/6478],,1899,,5501 - 6000,,,,,,
,[5/6479],,1899,,6001 - 6500,,,,,,
,[5/6480],,1899,,6501 - 7000,,,,,,
,[5/6481],,1899,,7001 - 7500,,,,,,
,[5/6482],,1899,,7501 - 8028,,,,,,
,[5/6483],,1899,,8029 - 8500,,,,,,
,[5/6484],,1899,,8501 - 9000,,,,,,
,[5/6485],,1899,,9001 - 9500,,,,,,
,[5/6486],,1899,,9501 - 10000,,,,,,
,[5/6487],,1899,,10001 - 10245,,,,,,
,[5/6488],,1899,,10246 - 10500,,,,,,
,[5/6489],,1899,,10501 - 11000,,,,,,
,[5/6490],,1899,,11001 - 11500,,,,,,
,[5/6491],,1899,,11501 - 12000,,,,,,
,[5/6492],,1899,,12001 - 12500,,,,,,
,[5/6493],,1899,,12501 - 13000,,,,,,
,[5/6494],,1899,,13001 - 13500,,,,,,
,[5/6495],,1899,,13501 - 14000,,,,,,
,[5/6496],,1899,,14001 - 14500,,,,,,
,[5/6497],,1899,,14501 - 14963,,,,,,
,[5/6498],,1899,,14964 - 15500,,,,,,
,[5/6499],,1899,,15501 - 16000,,,,,,
,[5/6501],,1899,,16001 - 16500,,,,,,
,[5/6502],,1899,,16501 - 17079,,,,,,
,[5/6503],,1899,,17080 - 17410,,,,,,
,[5/6504],,1899,,17411 - 18000,,,,,,
,[5/6505],,1899,,18001 - 18500,,,,,,
,[5/6506],,1899,,18501 - 19000,,,,,,
,[5/6507],,1899,,19001 - 19500,,,,,,
,[5/6508],,1899,,19501 - 20000,,,,,,
,[5/6509],,1899,,20001 - 20500,,,,,,
,[5/6510],,1899,,20501 - 21000,,,,,,
,[5/6511],,1899,,21001 - 21500,,,,,,
,[5/6512],,1899,,21501 - 22100,,,,,,
,[5/6513],,1899,,22101 - 22500,,,,,,
,[5/6514],,1899,,22501 - 23000,,,,,,
,[5/6515],,1899,,23001 - 23500,,,,,,
,[5/6516],,1899,,23501 - 23797,,,,,,
,[5/6517],,1899,,23798 - 24000,,,,,,
,[5/6518.1],,1899,,24001 - 25000,,,,,,
,[5/6518.2],,1899,,,Unregistered,,,,includes papers relating to recidivists,
,[5/6519],,1899,,,On Hand,,,,99/1313 - 99/24015,
,[5/6520],,1899,,,Estimates,,,,,
,[5/6522],,1899,,,Minutes,,,,M20543 - M20574,
,[5/6523],,1899,,,Minutes,,,,M20575 - M20609,
,[5/6524.1],,1899,,,Legislative Assembly,,,,,
,[5/6524.2],,1899,,,Unregistered,,,,1899,
,[5/6524.3],,1899,,,Unregistered,,,,1890-99,
,[5/6525],,1899,,,Despatches,,,,M6207/B - M6320/B,
,[5/6526],,1900,,1 - 500,,,,,,
,[5/6527],,1900,,501 - 1000,,,,,,
,[5/6528],,1900,,1001 - 1500,,,,,,
,[5/6529],,1900,,1501 - 2000,,,,,,
,[5/6530],,1900,,2001 - 2500,,,,,,
,[5/6531],,1900,,2501 - 2895,,,,,,
,[5/6532],,1900,,2896 - 3500,,,,,,
,[5/6533],,1900,,3501 - 4000,,,,,,
,[5/6534],,1900,,4001 - 4500,,,,,,
,[5/6535],,1900,,4501 - 4789,,,,,,
,[5/6536],,1900,,4790 - 5500,,,,,,
,[5/6537],,1900,,5501 - 6000,,,,,,
,[5/6538],,1900,,6001 - 6662,,,,,,
,[5/6539],,1900,,6663 - 7000,,,,,,
,[5/6540],,1900,,7001 - 7500,,,,,,
,[5/6541],,1900,,7501 - 8000,,,,,,
,[5/6542],,1900,,8001 - 8564,,,,,,
,[5/6543],,1900,,8565 - 9000,,,,,,
,[5/6544],,1900,,9001 - 9500,,,,,,
,[5/6545],,1900,,9501 - 9789,,,,,,
,[5/6546],,1900,,9790 - 10118,,,,,,
,[5/6547],,1900,,10120 - 10498,,,,,,
,[5/6548],,1900,,10501 - 11000,,,,,,
,[5/6549],,1900,,11001 - 11500,,,,,,
,[5/6550],,1900,,11501 - 12000,,,,,,
,[5/6551],,1900,,12001 - 12500,,,,,,
,[5/6552],,1900,,12503 - 13000,,,,,,
,[5/6553],,1900,,13001 - 13500,,,,,,
,[5/6554],,1900,,13501 - 14000,,,,,,
,[5/6555],,1900,,14001 - 14500,,,,,,
,[5/6556],,1900,,14501 - 15000,,,,,,
,[5/6557],,1900,,15001 - 15500,,,,,,
,[5/6558],,1900,,15501 - 16000,,,,,,
,[5/6559],,1900,,16001 - 16500,,,,,,
,[5/6560],,1900,,16501 - 17000,,,,,,
,[5/6561],,1900,,17001 - 17500,,,,,,
,[5/6562],,1900,,17501 - 18135,,,,,,
