Date,Surname,FirstName,Station,Description,Citation,Remarks
1848,Walker,William Jun,Waracubra,Census Return of John Lambie Esq Commissioner of Crown Lands Maneroo forwarded to Hon Col Sec 8 March 1848,"NRS 906 [X815]; Reel 2748-2749, Page 79",Superintendent: Samuel Bolden.
1848,Walker,William Jun,Burkajo,Census Return of John Lambie Esq Commissioner of Crown Lands Maneroo forwarded to Hon Col Sec 8 March 1848,"NRS 906 [X815]; Reel 2748-2749, Page 79",Superintendent: Samuel Bolden.
1848,Walker,William Jun,Benbooka,Census Return of John Lambie Esq Commissioner of Crown Lands Maneroo forwarded to Hon Col Sec 8 March 1848,"NRS 906 [X815]; Reel 2748-2749, Page 79",Superintendent: Samuel Bolden.
1848,Walker,William Jun,Turamba,Census Return of John Lambie Esq Commissioner of Crown Lands Maneroo forwarded to Hon Col Sec 8 March 1848,"NRS 906 [X815]; Reel 2748-2749, Page 79",Superintendent: Samuel Bolden.
1848,Walker,William Jun,Candels,Census Return of John Lambie Esq Commissioner of Crown Lands Maneroo forwarded to Hon Col Sec 8 March 1848,"NRS 906 [X815]; Reel 2748-2749, Page 79",Superintendent: Samuel Bolden.
1848,Walker,William Jun,Pambula,Census Return of John Lambie Esq Commissioner of Crown Lands Maneroo forwarded to Hon Col Sec 8 March 1848,"NRS 906 [X815]; Reel 2748-2749, Page 79",Superintendent: Samuel Bolden.
August & September 1843,Walker,Y,Nepeamber,Henry Bingham Esq County of Murray,"NRS 906 [X812]; Reel 2748-2749, Page 23",Superintendent: J Smith.
August & September 1843,Walker,Y,American Yard,Henry Bingham Esq County of Murray,"NRS 906 [X812]; Reel 2748-2749, Page 23",Superintendent: J Smith.
1842,Walker & Co,,Tangabalanga,Henry Wilson Hutchinson Smythe Bourke,"NRS 906 [X818]; Reel 2748-2749, Page 20",Superintendent:  Smith.
1846,Walker & McLochlind,,Ballan,January 1846 Half Yearly Return of Population and Livestock district of Portland Bay situated adjoining county of Grant & Normanby and bounded on the north by Western Port District on the east by the Sea Coast on the south by the Glenelg river and the sea,"NRS 1391 [X691]; Reel 2756, Page 12a",Superintendent:  Walker & McLochlind.
1 July 1845,Walker & McLoughlin,,Ballen,"Half Yearly Return of Population and Live Stock in the District of Portland Bay adjacent to the County of Grant & Normanby and bounded on the West by Unknown Country on the east by the Sea Coast , on the South by Glenelg River and Sea Coast and on the Nor","NRS 906 [X814]; Reel 2748-2749, Page 48",Superintendent:  Walker & McLoughlin.
1843,Walker & Sullivan,,Tomingley,William Henry Wright Bathurst and Wellington,"NRS 906 [X818]; Reel 2748-2749, Page 57",Superintendent:  Morrison.
1844,Walker & Sullivan,,Tommingley,William Henry Wright Bathurst and Wellington,"NRS 906 [X818]; Reel 2748-2749, Page 64",Superintendent: J Morrison.
1845,Walker & Sullivan,,Tomingly,William Henry Wright Bathurst and Wellington,"NRS 906 [X818]; Reel 2748-2749, Page 73",Superintendent: T Morrison.
1843,Walker & Sullivan,,Tomingley,William Henry Wright Bathurst and Wellington,"NRS 906 [X818]; Reel 2748-2749, Page 58",Superintendent:  Morrison.
1844,Wallace,,Bolrock,Foster Fyans Portland Bay April 1844,"NRS 1391 [X690]; Reel 2756, Page 14",Superintendent:  Wallace.
1845,Wallace,D,Copmanhurst,Lawrence Vance Dalhunty Bathurst and Wellington,"NRS 906 [X813]; Reel 2748-2749, Page 37",Superintendent:  Proprietor.
1845,Wallace,Hugh,Berrerive,John Lambie Murray and St Vincent July 1840,"NRS 906 [X815]; Reel 2748-2749, Page 31",Superintendent: John Shute.
1848,Wallace,Hugh,Billowie,Census Return of John Lambie Esq Commissioner of Crown Lands Maneroo forwarded to Hon Col Sec 8 March 1848,"NRS 906 [X815]; Reel 2748-2749, Page 79",Superintendent: John Shute.
1847,Wallace,Hugh,Bilowrie,John Lambie Murray and St Vincent July 1840,"NRS 906 [X815]; Reel 2748-2749, Page 59",Superintendent: John Shute.
1846,Wallace,J,Ballank,January 1846 Half Yearly Return of Population and Livestock district of Portland Bay situated adjoining county of Grant & Normanby and bounded on the north by Western Port District on the east by the Sea Coast on the south by the Glenelg river and the sea,"NRS 1391 [X691]; Reel 2756, Page 12a",Superintendent: J Wallace.
1 July 1842,Wallace,John,Balark,Western Port District Bounded on the North by Western Port District by  the East by Sea Coast on the South by Glenelg River and on the West by Portland Bay,"NRS 906 [X814]; Reel 2748-2749, Page 24",Superintendent: John Wallace.
January 1844,Wallace,John,Ballack,Half Yearly Returns of Livestock and Population in the District of  Portland Bay January 1844,"NRS 1391 [X690]; Reel 2756, Page 10",Superintendent: John Wallace.
1845,Wallace,John,Ballock,Half Yearly Returns of Livestock and Population in the District of Portland Bay July 1844,"NRS 1391 [X690]; Reel 2756, Page 53",Superintendent: John Wallace.
1844,Wallace,John,Ballack,Half Yearly Returns of Livestock and Population in the District of Portland Bay July 1844,"NRS 1391 [X690]; Reel 2756, Page 42",Superintendent: John Wallace.
1 July 1845,Wallace,John,Ballack,"Half Yearly Return of Population and Live Stock in the District of Portland Bay adjacent to the County of Grant & Normanby and bounded on the West by Unknown Country on the east by the Sea Coast , on the South by Glenelg River and Sea Coast and on the Nor","NRS 906 [X814]; Reel 2748-2749, Page 48",Superintendent: John Wallace.
1839,Wallace,William,Wadbilya,John Lambie Counties of St Vincent and Murray,"NRS 906 [X815]; Reel 2748-2749, Page 13",Superintendent: THomas Barratt.
1 July 1842,Wallace,William,Talbot,Western Port District Bounded on the North by Western Port District by  the East by Sea Coast on the South by Glenelg River and on the West by Portland Bay,"NRS 906 [X814]; Reel 2748-2749, Page 24",Superintendent: William Wallace.
1848,Wallace & Ryrie,,Cooleringdong,Census Return of John Lambie Esq Commissioner of Crown Lands Maneroo forwarded to Hon Col Sec 8 March 1848,"NRS 906 [X815]; Reel 2748-2749, Page 82",Superintendent: S Ryrie.
1847,Wallace & Ryrie,,Cooleringdong,John Lambie Murray and St Vincent July 1840,"NRS 906 [X815]; Reel 2748-2749, Page 53",Superintendent: Stewart Ryrie.
1848,Wallace & Ryrie,,Cooleringdong,John Lambie Murray and St Vincent July 1840,"NRS 906 [X815]; Reel 2748-2749, Page 71",Superintendent: Stewart Ryrie.
1845,Wallace & Ryrie,,Cooleringdong,John Lambie Murray and St Vincent July 1840,"NRS 906 [X815]; Reel 2748-2749, Page 27",Superintendent: Stuart Jnr Ryrie.
August & September 1843,Walsh,,Mannis,Henry Bingham Esq County of Murray,"NRS 906 [X812]; Reel 2748-2749, Page 21",Superintendent:  Walsh.
1839,Walsh,Daniel,Sherwood,Henry Oakes Port Macquarie,"NRS 906 [X817]; Reel 2748-2749, Page 30",Superintendent: Daniel Walsh.
8 April 1844,Walsh,Edward,Calabash,Edgar Beckham County King Lachlan District,"NRS 906 [X811]; Reel 2748-2749, Page 10",Superintendent: Edward Walsh.
January 1840,Walsh,Edward,Callabash,King & Murray Borowa River Left Banks of Lachlan River Half Yearly Return of Pupulation and Live Stock,"NRS 906 [X813]; Reel 2748-2749, Page 23",Superintendent: Thomas Let.
22 May 1844,Walsh,Edward,Celabash,Bordin Police Office Lachlan District County of King,"NRS 906 [X811]; Reel 2748-2749, Page 5",Superintendent: P Ryan.
8 April 1844,Walsh,Edward,Bogalong,Edgar Beckham County King Lachlan District,"NRS 906 [X811]; Reel 2748-2749, Page 20",Superintendent: Patrick Ryan.
8 April 1844,Walsh,John,Uoka,Edgar Beckham County King Lachlan District,"NRS 906 [X811]; Reel 2748-2749, Page 19",Superintendent: John Walsh.
8 April 1844,Walsh,John,Nokar,Lachlan Dstirct from 1 March 1847-1 March 1848 County of King Edgar Beckham esq,"NRS 906 [X811]; Reel 2748-2749, Page 67",Superintendent: John Walsh.
22 May 1844,Walsh,John,Nokar,Bordin Police Office Lachlan District County of King,"NRS 906 [X811]; Reel 2748-2749, Page 5",Superintendent: J Walsh.
8 April 1844,Walsh,John,Nokas,Lachlan Dstirct from 1 March 1847-1 March 1848 County of King Edgar Beckham esq,"NRS 906 [X811]; Reel 2748-2749, Page 50",Superintendent: John Walsh.
1844,Walsh,M,Newabbu,William Henry Wright Bathurst and Wellington,"NRS 906 [X818]; Reel 2748-2749, Page 65",Superintendent: M Walsh.
1844,Walsh,M,Narandry,William Henry Wright Bathurst and Wellington,"NRS 906 [X818]; Reel 2748-2749, Page 67",Superintendent: M Walsh.
1847,Walsh,M,Enablia,Wellington & Bathurst,"NRS 906 [X817]; Reel 2748-2749, Page 8",Superintendent:  Byrnes.
1843,Walsh,M,Narrodandry,William Henry Wright Bathurst and Wellington,"NRS 906 [X818]; Reel 2748-2749, Page 54",Superintendent: M Walsh.
1846,Walsh,Pat,Firey Creek,January 1846 Half Yearly Return of Population and Livestock district of Portland Bay situated adjoining county of Grant & Normanby and bounded on the north by Western Port District on the east by the Sea Coast on the south by the Glenelg river and the sea,"NRS 1391 [X691]; Reel 2756, Page 12a",Superintendent: Pat Walsh.
1 July 1845,Walsh,Patrick (Publican),Cottage Inn,"Half Yearly Return of Population and Live Stock in the District of Portland Bay adjacent to the County of Grant & Normanby and bounded on the West by Unknown Country on the east by the Sea Coast , on the South by Glenelg River and Sea Coast and on the Nor","NRS 906 [X814]; Reel 2748-2749, Page 48",Superintendent: Patrick (Publican) Walsh.
1843,Walsh,William,Nuabba,William Henry Wright Bathurst and Wellington,"NRS 906 [X818]; Reel 2748-2749, Page 60",Superintendent: William Walsh.
1847,Walsh & Fisher,,Worrumbungles,Graham D Hunter Counties of Bligh Brisbane and Wellington,"NRS 906 [X814]; Reel 2748-2749, Page 65",Superintendent:  Walsh & Fisher.
1844,Walter & MacLachlan,,Ballan,Forster Fyans Half Yearly Return January 1845 District of Portland Bay Adjacent to the county of Grant and Normanby and bounded int he north by Western Port District by the East by the Sea coast on the south by Glen Elf River and Sea Coast on the West by,"NRS 1391 [X690]; Reel 2756, Page 54",
1848,Walters,Charles,Cooma,Census Return of John Lambie Esq Commissioner of Crown Lands Maneroo forwarded to Hon Col Sec 8 March 1848,"NRS 906 [X815]; Reel 2748-2749, Page 82",Superintendent:  Nil.
1847,Walters & Stewart,,Terwine,John Lambie Murray and St Vincent July 1840,"NRS 906 [X815]; Reel 2748-2749, Page 56",Superintendent: William Walters.
8 April 1844,Walton,John,Boorow,Edgar Beckham County King Lachlan District,"NRS 906 [X811]; Reel 2748-2749, Page 14",Superintendent: John Cartwright.
8 April 1844,Walton,John,Blanch,County King 1 March 1845 - 28 February 1846 Edgar Beckham Esq,"NRS 906 [X811]; Reel 2748-2749, Page 34",Superintendent: John Cartwright.
8 April 1844,Walton,John,Bland Plains,Lachlan Dstirct from 1 March 1847-1 March 1848 County of King Edgar Beckham esq,"NRS 906 [X811]; Reel 2748-2749, Page 79",Superintendent: John Cartwright.
8 April 1844,Walton,John,Bland,Lachlan Dstirct from 1 March 1847-1 March 1848 County of King Edgar Beckham esq,"NRS 906 [X811]; Reel 2748-2749, Page 79",Superintendent: John Cartwright.
8 April 1844,Walton,John,Bland,Lachlan Dstirct from 1 March 1847-1 March 1848 County of King Edgar Beckham esq,"NRS 906 [X811]; Reel 2748-2749, Page 56",Superintendent: John Cartwright.
8 April 1844,Walton,John,Bland,Edgar Beckham County King Lachlan District,"NRS 906 [X811]; Reel 2748-2749, Page 18",Superintendent: James Cartwright.
10 July 1839,Walton & Co,H & C,Glen Ken,Henry Bingham Esq County of Murray,"NRS 906 [X812]; Reel 2748-2749, Page 3",Superintendent: John Collins.
10 July 1839,Warby,Benjamin,Urendar,Henry Bingham Esq County of Murray,"NRS 906 [X812]; Reel 2748-2749, Page 6",Superintendent: Thomas Lee.
1844,Ward,,,Foster Fyans Portland Bay May 1844,"NRS 1391 [X690]; Reel 2756, Page 17",Superintendent:  Public House.
1846,Ward,Joseph,Kybean,John Lambie Murray and St Vincent July 1840,"NRS 906 [X815]; Reel 2748-2749, Page 34",Superintendent: John Jones.
1847,Ward,Joseph,Kydra,John Lambie Murray and St Vincent July 1840,"NRS 906 [X815]; Reel 2748-2749, Page 63",Superintendent: Joseph Ward.
1848,Ward,Joseph,Keydra,Census Return of John Lambie Esq Commissioner of Crown Lands Maneroo forwarded to Hon Col Sec 8 March 1848,"NRS 906 [X815]; Reel 2748-2749, Page 79",Superintendent: Joseph Ward.
1839,Ward,Joseph,Island Lake,John Lambie Counties of St Vincent and Murray,"NRS 906 [X815]; Reel 2748-2749, Page 3",Superintendent: Joseph Ward.
August 1843,Ward,Joseph,Greenland,Itinerary of John Lambie County of Murray and St Vincent August 1843 to April 1844,NRS 905 [4/10803.2]; Page 2,Superintendent: James Haydon.
1846,Ward,Joseph,Rock Flat,John Lambie Murray and St Vincent July 1840,"NRS 906 [X815]; Reel 2748-2749, Page 40",Superintendent: Joseph Ward.
1846,Ward,Joseph,Kybeyan,John Lambie Murray and St Vincent July 1840,"NRS 906 [X815]; Reel 2748-2749, Page 46",Superintendent: Joseph Ward.
January 1840,Ward,Philip,Cunningham Creek,King & Murray Borowa River Left Banks of Lachlan River Half Yearly Return of Pupulation and Live Stock,"NRS 906 [X813]; Reel 2748-2749, Page 24",Superintendent: P Ward.
8 April 1844,Ward,Phillip,Cunningham Creek,Edgar Beckham County King Lachlan District,"NRS 906 [X811]; Reel 2748-2749, Page 11",Superintendent: Phillip Ward.
22 May 1844,Ward,Phillip,Carrington Creek,Bordin Police Office Lachlan District County of King,"NRS 906 [X811]; Reel 2748-2749, Page 5",Superintendent: P Ward.
8 April 1844,Ward,Phillip,Cunningham Creek,Lachlan Dstirct from 1 March 1847-1 March 1848 County of King Edgar Beckham esq,"NRS 906 [X811]; Reel 2748-2749, Page 37",Superintendent: Phillip Ward.
8 April 1844,WArd,Phillip,Cunningham Creek,Edgar Beckham County King Lachlan District,"NRS 906 [X811]; Reel 2748-2749, Page 17",Superintendent: Phillip WArd.
8 April 1844,Ward,Phillip,Currier Lane Creek,County King 1 March 1845 - 28 February 1846 Edgar Beckham Esq,"NRS 906 [X811]; Reel 2748-2749, Page 33",Superintendent: Phillip Ward.
8 April 1844,WArd,Phillip,Cunningham Creek,Lachlan Dstirct from 1 March 1847-1 March 1848 County of King Edgar Beckham esq,"NRS 906 [X811]; Reel 2748-2749, Page 64",Superintendent: Phillip WArd.
8 April 1844,Ward,Phillip,Currim Farm Creek?,Lachlan Dstirct from 1 March 1847-1 March 1848 County of King Edgar Beckham esq,"NRS 906 [X811]; Reel 2748-2749, Page 70",Superintendent: Phillip Ward.
8 April 1844,Ward & Howe,,Wadgeydony,Lachlan Dstirct from 1 March 1847-1 March 1848 County of King Edgar Beckham esq,"NRS 906 [X811]; Reel 2748-2749, Page 71",Superintendent: James Armstrong.
1842,Wardrope & Clarke,,Changue,Henry Wilson Hutchinson Smythe Bourke,"NRS 906 [X818]; Reel 2748-2749, Page 23",Superintendent:  Wardrope & Clarke.
1844,Ware,J & G,Wovequite,Half Yearly Returns of Livestock and Population in the District of Portland Bay July 1844,"NRS 1391 [X690]; Reel 2756, Page 43",Superintendent: J & G Ware.
1846,Ware,J G & J,Wonnagute,January 1846 Half Yearly Return of Population and Livestock district of Portland Bay situated adjoining county of Grant & Normanby and bounded on the north by Western Port District on the east by the Sea Coast on the south by the Glenelg river and the sea,"NRS 1391 [X691]; Reel 2756, Page 12a",Superintendent: J Ware.
1846,Ware,John,Mt Napier Head,January 1846 Half Yearly Return of Population and Livestock district of Portland Bay situated adjoining county of Grant & Normanby and bounded on the north by Western Port District on the east by the Sea Coast on the south by the Glenelg river and the sea,"NRS 1391 [X691]; Reel 2756, Page 12a",Superintendent: John Ware.
1844,Ware,John,Napier Road,Forster Fyans Half Yearly Return January 1845 District of Portland Bay Adjacent to the county of Grant and Normanby and bounded int he north by Western Port District by the East by the Sea coast on the south by Glen Elf River and Sea Coast on the West by,"NRS 1391 [X690]; Reel 2756, Page 54",
1 July 1845,Ware,John,Mount Napier Road,"Half Yearly Return of Population and Live Stock in the District of Portland Bay adjacent to the County of Grant & Normanby and bounded on the West by Unknown Country on the east by the Sea Coast , on the South by Glenelg River and Sea Coast and on the Nor","NRS 906 [X814]; Reel 2748-2749, Page 48",Superintendent: John Ware.
1 July 1845,Ware Brothers,,Wooringrite,"Half Yearly Return of Population and Live Stock in the District of Portland Bay adjacent to the County of Grant & Normanby and bounded on the West by Unknown Country on the east by the Sea Coast , on the South by Glenelg River and Sea Coast and on the Nor","NRS 906 [X814]; Reel 2748-2749, Page 48",Superintendent:  Ware Brothers.
8 April 1844,Warn,John,Homma,Lachlan Dstirct from 1 March 1847-1 March 1848 County of King Edgar Beckham esq,"NRS 906 [X811]; Reel 2748-2749, Page 48",Superintendent: John Warn.
1847,Warne,J & CF,Adelaide Plains,Robert George Massie Esq County of Macquarie called the McLeay River District,"NRS 906 [X816]; Reel 2748-2749, Page 102",Superintendent: Magnus McLeod.
1845,Warr,Brothers,Woorywyrite,Half Yearly Returns of Livestock and Population in the District of Portland Bay July 1844,"NRS 1391 [X690]; Reel 2756, Page 53",Superintendent: Brothers Warr.
1848,Warren,Gilbert,Greenland,Census Return of John Lambie Esq Commissioner of Crown Lands Maneroo forwarded to Hon Col Sec 8 March 1848,"NRS 906 [X815]; Reel 2748-2749, Page 79",Superintendent: Gilbert Warren.
1847,Warren,Gilbert,Greenland,John Lambie Murray and St Vincent July 1840,"NRS 906 [X815]; Reel 2748-2749, Page 64",Superintendent: Gilbert Warren.
1839,Warren,Gilbert,Greenland,John Lambie Counties of St Vincent and Murray,"NRS 906 [X815]; Reel 2748-2749, Page 3",Superintendent: Gilbert Warren.
August 1843,Warren,Gilbert,Greenland,Itinerary of John Lambie County of Murray and St Vincent August 1843 to April 1844,NRS 905 [4/10803.2]; Page 2,Superintendent: Gilbert Warren.
1846,Warren,Gilbert,Greenland,John Lambie Murray and St Vincent July 1840,"NRS 906 [X815]; Reel 2748-2749, Page 33",Superintendent: Gilbert Warren.
1846,Warren,Gilbert,Greenland,John Lambie Murray and St Vincent July 1840,"NRS 906 [X815]; Reel 2748-2749, Page 46",Superintendent: Gilbert Warren.
August & September 1843,Warton,J,Mullinganderah,Henry Bingham Esq County of Murray,"NRS 906 [X812]; Reel 2748-2749, Page 23",Superintendent: J Warton.
December 1839,Watson,,Watson,Itineraries of  Henry Fysche Gisborne 30 Aug - 26 Dec 1839 Geelong and Lines of Road To Portland Bay,NRS 905 [4/10803.3]; Page 2 back of,Superintendent:  Watson.
1844,Watson,,Hills,Foster Fyans Portland Bay May 1844,"NRS 1391 [X690]; Reel 2756, Page 18",Superintendent:  Watson.
1846,Watson,F W,Wando,January 1846 Half Yearly Return of Population and Livestock district of Portland Bay situated adjoining county of Grant & Normanby and bounded on the north by Western Port District on the east by the Sea Coast on the south by the Glenelg river and the sea,"NRS 1391 [X691]; Reel 2756, Page 12a",Superintendent: F W Watson.
January 1844,Watson,F W,Wando,Half Yearly Returns of Livestock and Population in the District of  Portland Bay January 1844,"NRS 1391 [X690]; Reel 2756, Page 10",Superintendent: F W Watson.
1844,Watson,J W,Wando Vale,Half Yearly Returns of Livestock and Population in the District of Portland Bay July 1844,"NRS 1391 [X690]; Reel 2756, Page 43",Superintendent: J W Watson.
1845,Watson,J W,Wando,Half Yearly Returns of Livestock and Population in the District of Portland Bay July 1844,"NRS 1391 [X690]; Reel 2756, Page 53",Superintendent: J W Watson.
1848,Watson,R,Taroom,Stephen Simpson Esq Stanley known as Mount Morton District,"NRS 906 [X818]; Reel 2748-2749, Page 10",Superintendent: R Watson.
1842,Watson,S,Faithfulls Creek,Henry Wilson Hutchinson Smythe Bourke,"NRS 906 [X818]; Reel 2748-2749, Page 17",Superintendent: S Watson.
1 July 1842,Watson,T W,Wando,Western Port District Bounded on the North by Western Port District by  the East by Sea Coast on the South by Glenelg River and on the West by Portland Bay,"NRS 906 [X814]; Reel 2748-2749, Page 24",Superintendent: T W Watson.
1 July 1845,Watson,W,Redlands,"Half Yearly Return of Population and Live Stock in the District of Portland Bay adjacent to the County of Grant & Normanby and bounded on the West by Unknown Country on the east by the Sea Coast , on the South by Glenelg River and Sea Coast and on the Nor","NRS 906 [X814]; Reel 2748-2749, Page 48",Superintendent: W Watson.
1846 December,Watson,W Rec,Bell River,William Colburn Mayne Itinerearies district of Wellington,"NRS 906 [X817]; Reel 2748-2749, Page 1",Superintendent:  Owner.
1840,Watson & Co,,Watson & Hunter,Itinerary of the Commissioner of Crown Lands Port Phillip Henry Fysche Gisborne 28 Jan-18 Feb 1840,NRS 905 [4/10803.4]; Page 40/2967,Superintendent:  Watson & Co.
1842,Watson & Hunter,,Watson & Hunter,Henry Wilson Hutchinson Smythe Bourke,"NRS 906 [X818]; Reel 2748-2749, Page 13",Superintendent:  Estate in Chancery.
1839,Watt,A A,Glenrock,Henry Oakes Port Macquarie,"NRS 906 [X817]; Reel 2748-2749, Page 34",Superintendent: William Lewis.
1837,Watt,Mrs,Mrs Watts,Henry Oakes Esq Northward of the county of Gloucester and Port Macquarie,"NRS 906 [X817]; Reel 2748-2749, Page 25",Superintendent:  O'Callaghan.
1841,Watt,R,Wallawalla,Edgar Beckham County of King Binalong Dec 20 1841,"NRS 906 [X811]; Reel 2748-2749, Page 1",Superintendent: William Perry.
8 April 1844,Watt,William,Benambalday,Lachlan Dstirct from 1 March 1847-1 March 1848 County of King Edgar Beckham esq,"NRS 906 [X811]; Reel 2748-2749, Page 59",Superintendent: William Watt.
8 April 1844,Watt,William,Walla Walla,Edgar Beckham County King Lachlan District,"NRS 906 [X811]; Reel 2748-2749, Page 12",Superintendent: William Watt.
1840,Watt,William,Walla Walla,Commissioners of Crown Lands Itinerary Dalhunty and Fry County of King and Murray,"NRS 906 [X813]; Reel 2748-2749, Page 19",Superintendent: J Perry.
8 April 1844,Watt,William,Walla Walla,County King 1 March 1845 - 28 February 1846 Edgar Beckham Esq,"NRS 906 [X811]; Reel 2748-2749, Page 29",Superintendent: William Watt.
8 April 1844,Watt,William,Bumbeldey,County King 1 March 1845 - 28 February 1846 Edgar Beckham Esq,"NRS 906 [X811]; Reel 2748-2749, Page 26",Superintendent: William Watt.
22 May 1844,Watt,William R,Walla Walla,Bordin Police Office Lachlan District County of King,"NRS 906 [X811]; Reel 2748-2749, Page 3",Superintendent: William Watt.
January 1840,Watt,William R,Walla Walla,King & Murray Borowa River Left Banks of Lachlan River Half Yearly Return of Pupulation and Live Stock,"NRS 906 [X813]; Reel 2748-2749, Page 24",Superintendent: W R Watt.
8 April 1844,Watts,William,Walla Walla,Lachlan Dstirct from 1 March 1847-1 March 1848 County of King Edgar Beckham esq,"NRS 906 [X811]; Reel 2748-2749, Page 77",Superintendent: James Watts.
8 April 1844,Watts,William,Walla Walla,Lachlan Dstirct from 1 March 1847-1 March 1848 County of King Edgar Beckham esq,"NRS 906 [X811]; Reel 2748-2749, Page 44",Superintendent: William Watts.
8 April 1844,Watts,William,Bambaldery,Lachlan Dstirct from 1 March 1847-1 March 1848 County of King Edgar Beckham esq,"NRS 906 [X811]; Reel 2748-2749, Page 51",Superintendent: William Watts.
January 1845,Wauchope,A,Moredun,George James McDonald Esq of New England,"NRS 906 [X816]; Reel 2748-2749, Page 56",Superintendent: A Wauchope.
1842,Wear,,,Portland Bay Disctict County of Grant & Normanby,"NRS 906 [X814]; Reel 2748-2749, Page 14",Superintendent:  Wear.
1844,Webb,G,Upper Gilmore,Henry Bingham Esq County of Murray,"NRS 906 [X812]; Reel 2748-2749, Page 27",Superintendent: G Webb.
1844,Webb,G,Begelodgun,Henry Bingham Esq County of Murray,"NRS 906 [X812]; Reel 2748-2749, Page 27",Superintendent: J Strachan.
1844,Webb,G,,Henry Bingham Esq County of Murray,"NRS 906 [X812]; Reel 2748-2749, Page 31",Superintendent: J Strachan.
1844,Webb,G,Yedhambella,Henry Bingham Esq County of Murray,"NRS 906 [X812]; Reel 2748-2749, Page 29",Superintendent: G Webb.
1845,Webb,G,Jimbarobilly,Henry Bingham Esq County of Murray,"NRS 906 [X812]; Reel 2748-2749, Page 46",Superintendent: G Webb.
1844,Webb,Gables,Upper Gilmore,Henry Bingham Esq County of Murray,"NRS 906 [X812]; Reel 2748-2749, Page 31",Superintendent: Gables Webb.
1844,Webb,Geo,,Henry Bingham Esq County of Murray,"NRS 906 [X812]; Reel 2748-2749, Page 32",Superintendent: Geo Webb.
10 September 1839,Webb,George,Tidbinbilla,Henry Bingham Esq County of Murray,"NRS 906 [X812]; Reel 2748-2749, Page 12",Superintendent: George Webb.
1844,Webster,,Cook & Plaid Inn,Half Yearly Returns of Livestock and Population in the District of Portland Bay July 1844,"NRS 1391 [X690]; Reel 2756, Page 43",Superintendent:  Publican.
1842,Webster,,Murton Creek,Portland Bay Disctict County of Grant & Normanby,"NRS 906 [X814]; Reel 2748-2749, Page 7",Superintendent:  Webster.
1842,Webster,,,Portland Bay Disctict County of Grant & Normanby,"NRS 906 [X814]; Reel 2748-2749, Page 3",Superintendent:  Webster.
1842,Webster,,Websters Station,Henry Wilson Hutchinson Smythe Bourke,"NRS 906 [X818]; Reel 2748-2749, Page 22",Superintendent:  Nil.
1844,Webster,,Nil,Forster Fyans Normanby November 1844,"NRS 1391 [X690]; Reel 2756, Page 31",Superintendent:  Nil.
1842,Webster,J,Shadwell,Portland Bay Disctict County of Grant & Normanby,"NRS 906 [X814]; Reel 2748-2749, Page 11",Superintendent: J Webster.
1842,Webster,J H,Dropmore,Henry Wilson Hutchinson Smythe Bourke,"NRS 906 [X818]; Reel 2748-2749, Page 21",Superintendent: J H  Webster.
1842,Webster,J H,Dropmore,Henry Wilson Hutchinson Smythe Bourke,"NRS 906 [X818]; Reel 2748-2749, Page 17",Superintendent: J K Webster.
1846,Webster,James,Mt Shadwell,January 1846 Half Yearly Return of Population and Livestock district of Portland Bay situated adjoining county of Grant & Normanby and bounded on the north by Western Port District on the east by the Sea Coast on the south by the Glenelg river and the sea,"NRS 1391 [X691]; Reel 2756, Page 12a",Superintendent: James Webster.
1 July 1842,Webster,James,Mount Shadwell,Western Port District Bounded on the North by Western Port District by  the East by Sea Coast on the South by Glenelg River and on the West by Portland Bay,"NRS 906 [X814]; Reel 2748-2749, Page 24",Superintendent: James Webster.
January 1844,Webster,James,Mt Shadwell,Half Yearly Returns of Livestock and Population in the District of  Portland Bay January 1844,"NRS 1391 [X690]; Reel 2756, Page 10",Superintendent: James Webster.
1845,Webster,James,Mt Shadwell,Half Yearly Returns of Livestock and Population in the District of Portland Bay July 1844,"NRS 1391 [X690]; Reel 2756, Page 53",Superintendent: James Webster.
1844,WEbster,James,Mt Shadwell,Half Yearly Returns of Livestock and Population in the District of Portland Bay July 1844,"NRS 1391 [X690]; Reel 2756, Page 42",Superintendent: James WEbster.
1 July 1845,Webster,James,Mount Shadwell,"Half Yearly Return of Population and Live Stock in the District of Portland Bay adjacent to the County of Grant & Normanby and bounded on the West by Unknown Country on the east by the Sea Coast , on the South by Glenelg River and Sea Coast and on the Nor","NRS 906 [X814]; Reel 2748-2749, Page 48",Superintendent: James Webster.
1842,Webster,Jno,Dropmore,Henry Wilson Hutchinson Smythe Bourke,"NRS 906 [X818]; Reel 2748-2749, Page 13",Superintendent: Jno Webster.
1 July 1845,Webster,Laurence (Publican),Creek & P Ponds,"Half Yearly Return of Population and Live Stock in the District of Portland Bay adjacent to the County of Grant & Normanby and bounded on the West by Unknown Country on the east by the Sea Coast , on the South by Glenelg River and Sea Coast and on the Nor","NRS 906 [X814]; Reel 2748-2749, Page 48",Superintendent: Laurence (Publican) Webster.
1845,Webster & Wilson,,Crook & Plaid,Half Yearly Returns of Livestock and Population in the District of Portland Bay July 1844,"NRS 1391 [X690]; Reel 2756, Page 53",Superintendent:  Publicans.
