Surname,FirstName,Item,Date,Locality,Previous System No,Reel
McCabe,-,585,1846,"Survey of Main Range to Heads of Umaralla and Bomboka Rivers (Vide Counties Beresford and Auckland), and vicinity of Mount Cooper - County Wellesley.",[2/8067.7],-
McCabe,-,586,1846,Survey of Dividing Range - Portion of Jenoa River and Road from Mount Cooper to Parish Bond - Counties of Wellesley and Auckland.,[2/8067.6],-
McCabe,-,587,1846,Survey of Bombala and Coolumbooka Rivers - County of Wellesley and Portion of Jenoa River and Gambulla and Nungatta Creeks - County Auckland.,[2/8067.9],-
McCabe,-,588,1846,Survey of Buckendarra and Wambrook Creeks and Ranges in the vicinity. Roads from Parishes Bolaira and Jinderloin to Cooma - County Wallace. Range between Murrumbidgee and Snowy River. Range in vicinity of Mount Coolringdon. Delegete Road. Dividing Range &,[2/8067.10],-
McCabe,-,589,1846,"Survey of Dividing Range &c. Creeks - Counties Beresford and Wellesley. Village Reserve at Panbula, Mataganah Creek. Big Jack Creek &c. and Ranges - County Auckland.",[2/8067.11],-
McCabe,-,522,1842,Survey of Umaralla River - County Beresford. Little Plains and Delegete Rivers - County Wellesley.,[2/8063.13],-
McCabe,-,523,1842,"Survey of portion of Delegete, Little Plains and Snowy Rivers. Lanmongee and road from Snowy River (at Mt. Bloomfields Station) to River at Jinderbine - County of Wellesley &c.",[2/8063.24],-
McLeod,-,314,1829,"Survey of the Hunter, Pages and Goulburn Rivers. Wybong, Gungal, Marambon and Birainbon Creeks and adjacent County Counties Durham and Brisbane &c.",[2/4944],2627
McLeod,-,315,1829,"Traverse of Wiseman’s Road, part of South Head Road - Allotments at Parramatta &c. County Cumberland.",[2/4945],2627
McLeod,-,339,1830,Survey of road from Village of Broke County Northumberland in the vicinity of the Hunter River and running through Counties Hunter and Brisbane. Traverse of Kingdon Ponds to Junction of Dart Brook - County Brisbane.,[2/4968],2628
Meehan,-,127,1816,Traverse of The Bringelly Road County Cumberland.,[SZ931],2623
Meehan,-,245,1826,Survey of Government Domain &c. City of Sydney.,[2/4881],2625
Meehan,-,186,1821,Traverse of portion of Wingecarribee River Mountain ranges &c. Counties Camden and Argyle.,[SZ969],2624
Meehan,-,128,1816-17,"Traverse along roads - Parramatta to Windsor and Richmond. Farms, connections &c. at Baulkham Hills, Seven Hills, Toongabbee &c. parishes Castle Hill,Prospect, St. John &c. County Cumberland.",[SZ932],2623
Meehan,-,187,1821,Survey of portions and connections at Wilton and road from Bargo to Appin. County Camden.,[SZ910],2624
Meehan,-,189,1821-22,"Traverse at part of Macquarie, Campbell, and Fish Rivers; and farms adjacent; Counties Bathurst, Westmoreland and Roxburgh.",[SZ972],2624
Meehan,-,190,1821,"Traverse of portion of the Fish River and Emu Valley - County Westmoreland. Survey of one portion at Cabramatta, County Cumberland.",[SZ973],2624
Meehan,-,68,1809-18,"Survey of portions, features &c. vicinity of Campbell Town; County Cumberland.",[SZ889],2622
Meehan,-,134,1817-19,"Survey of portion of the Liverpool and New Windsor Roads; also portions and connections; Castle Hill, Seven Hills &c. County Cumberland.",[SZ933],2664
Meehan,-,135,1817,"Incomplete survey, locality unknown; probably in County Cumberland.",[SZ934],2623
Meehan,-,136,1817-,"Survey of farms &c. parishes Bankstown, Holsworthy, Liberty Plains &c. traverse of Georges River. County Cumberland.",[SZ935],2623
Meehan,-,137,1817-19,"Survey of portion of South Creek, East Creek and Ropes Creek. Grants and farms - parishes Rooty Hill, Melville &c. County Cumberland also 8 ac. At Sydney.",[SZ936],2623
Meehan,-,140,1818,"Survey of a lease at Parramatta; and portions; in the parishes of South Colah, Colah&c. County Cumberland.",[SZ937],2623
Meehan,-,141,1818,"Survey of farms &c. traverse of part of the Hawkesbury and Nepean Rivers - Eastern, Cattai and Ropes Creeks - parishes of Gidley, Prospect, Melville, Nelson,Castle Hill &c. County Cumberland. Weena Creek and farms, parishes Colo and Currajong &c. County C",[SZ938],2624
Meehan,-,143,1818,"Traverses and general observations on the country southward from Camden, with a view of connecting with Jervis Bay, Counties Argyle and Camden. Vide Field Book 146, 147, 149, 150 being Mr. Meehan's original surveys.",[SZ939],2624
Meehan,-,144,1818,"Survey of portions and connections - Toongabbee, Seven Hills, Prospect, Melville, and Gidley. County Cumberland.",[SZ940],2624
Meehan,-,9,1800,"Survey of grants and farms; Field of Mars, Green Hills, Toongabbee &c. Survey of Toongabbee Road; County Cumberland.",[SZ855],2622
Meehan,-,145,1818,"Survey of portions of Hawkesbury River and Cattai Creek. Farms and connections - parishes Frederick and Prospect, County Cumberland; parish Spencer, County Northumberland; parishes Waugo and Hawkesbury, County Hunter; parishes Wilberforce and Currency Cou",[SZ941],2624
Meehan,-,146,1818,Original notes and observations of survey continued in Field Book 143 (Meehan).,[SZ942],2624
Meehan,-,147,1818,Original notes and observations of survey contained in Field Book 143 (Meehan). Leases &c. Sydney.,[SZ943],2624
Meehan,-,16,1802,"Survey of roads and tracks, in neighbourhood of Toongabbee; County Cumberland.",[SZ857],2622
Meehan,-,148,1818,Original notes and observations of survey contained in Field Book 142 - First Portion(Meehan).,[SZ944],2624
Meehan,-,149,1818,Original notes and observations of Survey contained in Field Book 143 (Meehan).,[SZ945],2624
Meehan,-,150,1818,Original notes and observations of survey contained in Field Book 143 (Meehan).,[SZ946],2624
Meehan,-,153,1819,"Survey at Parramatta Park, County Cumberland.",[SZ947],2624
Meehan,-,157,1819,"Survey of tracks, farms &c. and Pennant Hills, Castle Hill &c. parishes Field of Mars, North and South Colah, Castle Hill &c. County Cumberland.",[SZ948],2624
Meehan,-,162,1820,"Traverse of tracks and creeks and farm survey, County Camden.",[SZ949],2624
Meehan,-,163,1820,Lease at Sydney and Field notes of Surveys at Windsor.,[SZ950],2624
Meehan,-,164,1820,"Survey of farms, roads, tracks &c. at Cooks River and Botany Bay; also at parishes Claremont, Mulgoa, and St. George &c. County Cumberland.",[SZ951],2624
Meehan,-,165,1820-21,"Survey of grant Point Piper; traverse of Rose Bay, Farm Cove &c. County Cumberland.",[SZ952],2624
Meehan,-,166,1820,"Traverse of portion of Paddy's River, Cookbundoon River and Wallundilly River. Survey of tracks, Hills &c. parishes of Bong Bong, Sutton Forest and Murrimba. Counties Camden and Argyle. Vide Field Book 161 (Meehan and Oxley).",[SZ953],2624
Meehan,-,167,1820,Traverse and general observations - County Camden.,[SZ954],2624
Meehan,-,168,1820-21,Surveys in the City of Sydney.,[SZ955],2624
Meehan,-,169,1820,"Survey of features, tracks &c. between Bathurst and Warragamba River - Counties Camden, Cook and Roxburgh &c.",[SZ956],2624
Meehan,-,113,1816-17,"Survey of portion of The Western-Richmond and other roads at Ermington, Gladesville&c. also grants and farms at Prospect, Seven Hills and Gidley. County Cumberland.",[SZ921],2623
Meehan,-,170,1820,Survey of Lake Bathurst. County Argyle.,[SZ957],2624
Meehan,-,114,1816,"Survey of grants, farms, connections, roads and tracks; at Field of Mars, Castle Hill,Cook, St. Peters, Menangle, Minto and Narellan. Traverse of Pt. of Georges River.Boa Bowing Creek and Pt. of Cowpastures Road. County Cumberland.",[SZ922],2623
Meehan,-,115,1816-17,Survey of portion of The Western - Richmond and other roads; at Ermington Gladesville &c. County Cumberland (Copy of Meehans Field Book 113).,[SZ923],2623
Meehan,-,120,1816,Survey of farm and traverses on Northside of Botany Bay. County Cumberland.,[SZ924],2623
Meehan,-,121,1816,"Traverse along roads, Parramatta to Seven Hills - Liverpool - Prospect and Sydney; part of Western Road. Survey of farms, tracks &c. Parramatta and Prospect &c.parishes of St. John Prospect &c. County Cumberland.",[SZ925],2623
Meehan,-,122,1816,Coast surveys - Port Jackson (Middle Harbour &c.) County Cumberland.,[SZ926],2623
Meehan,-,123,1816-17,Survey of grants and connections parish Menangle Campbelltown and Narellan. County Cumberland.,[SZ927],2623
Meehan,-,124,1816,Survey of leases and streets City of Sydney; grants at Rushcutters Bay and lease at Minto.County Cumberland.,[SZ928],2623
Meehan,-,56,1807,"Surveys principally of roads, farms &c. at Toongabbee, Prospect, Parramatta, Hawkesbury and Blackwattle Swamp - County Cumberland.",[SZ881],2622
Meehan,-,125,1816,"Survey of grants, tracks and connections. Parish Minto, County Cumberland.",[SZ929],2623
Meehan,-,126,1816,"Survey of grants at Sydney. Traverse road Appin to Airds and Bringelly Road - parishes Airds, Bringelly, St. Peters, Menangle &c. County Cumberland. Survey of farms and tracks - The Macquarie Rivulet; and Mullet Creek. (near Illawarra Lake and coast Surve",[SZ930],2623
Meehan,J,61,1808-09,"Survey of farms, grants, roads and tracks - at Botany, Canterbury, Liberty Plains, Cooks River, Concord, Georges River, Homebush and Bullanaming District. Survey Pt. of Botany Bay, Cooks River and Georges River. County Cumberland.",[SZ884],2622
Meehan,J,62,1808,Survey of grants &c. at Botany and Cabramatta; also miscellaneous notes of agreement &c. County Cumberland.,[SZ885],2622
Meehan,J,65,1809-18,"Survey of grants, portions &c. feature and river traverses; Minto, Bringelly,Campbelltown, Kurrajong &c. Counties Cumberland and Cook.",[SZ886],2622
Meehan,J,66,1809,"Survey of roads and farms at Cowpastures and Cooks River. Traverse of Pt. of Cooks River, Coppity Creek and track at Prospect - County Cumberland.",[SZ887],2622
Meehan,J,67,1809-14,"Surveys in town of Windsor, Castlereagh, Pitt Town and Richmond. County Cumberland. Wilberforce - County Cook.",[SZ888],2622
Meehan,J,69,1809-18,"Survey of portions at Cobbity, Narrellan, Campbell Town, Cook, Minto, Bringelly &c.Traverse of Georges River, South Creek and other Feature Surveys. County Cumberland.",[SZ890],2622
Meehan,J,70,1809,"Survey of farms tracks &c. at South Creek, Hawkesbury, Upper &c. Nelson, Richmond Hill, Green Hills. County Cumberland. Kurrajong, Grose River and Weena Creek - County Cook.",[SZ891],2622
Meehan,J,71,1809,"Survey of leases &c. Sydney and Parramatta. Portion and feature surveys - Pitt Town, Minto and Campbelltown - County Cumberland.",[SZ892],2622
Meehan,J,72,1809-33,"Survey of portions, connections &c. Bringelly St. Matthew, Gidley, Castle Hill, Richmond Hill, Mulgoa, Claremont &c. traverse of Mulgoa Creek and portion of South Creek. County Cumberland.",[SZ893],2622
Meehan,J,73,1809-17,"Survey of streets, roads, grants and allotments - in township of Parramatta. Portions and connections at Prospect - County Cumberland.",[SZ894],2622
Meehan,J,75,1810-17,"Survey of grants, allotments, streets &c. town of Sydney.",[SZ895],2622
Meehan,J,76,1810-11,"Survey of grants, allotments, leases &c. at towns of Sydney, Parramatta, Windsor &c. Road or Track - Castle Hill and harbour surveys - County Cumberland.",[SZ896],2622
Meehan,J,77,1810-11,Surveys at Sydney and Windsor - County Cumberland.,[SZ897],2622
Meehan,J,78,1810-17,"Survey of leases, allotments and street traverses at Sydney. Road through Government Domain. Survey of Pt. Nepean River. County Cumberland.",[SZ898],2622
Meehan,J,81,1811-18,"Survey of portions &c. at Maroota, Pitt Town and Caddi Creek. County Cumberland. Survey of streets &c. town of Wilberforce. County Cook.",[SZ899],2623
Meehan,J,82,1811-16,"Survey of Pt. Nepean River. Grants, farms &c. Appin and Minto District. County Cumberland.",[SZ900],2623
Meehan,J,83,1811,"Survey Pt. Nepean River. Farms, grants &c. adjacent to Nepean River, Mulgoa Ck, Menangle Ck, Cowpastures Rd, Upper Nelson, Parishes Appin, Cook, Menangle &c. Traverse of Mulgoa and Menangle Creeks. Traverse of streets - Windsor, Burying ground - Pitt Town",[SZ901],2623
Meehan,J,84,1811,"Survey of portions, connections &c. at Castlereagh, Maroota, Mulgoa, Claremont and Bringelly. Traverses South Creek and Bringelly Creek. County Cumberland.Portions and connections Kurrajong. County Cook.",[SZ902],2623
Meehan,J,15,1802-07,"Survey of grants, leases, roads &c. parishes Pitt Town, Castle Hill, Nelson, Field of Mars &c. Allotments in Sydney. Traverse of Hawkesbury and Nepean Rivers and Caddi Creek.",[SZ856],2622
Meehan,J,85,1811-14,"Survey of portions and connections at Bringelly, Claremont, Evan, St. Matthew, Cook and Narrellan - County Cumberland. Portions &c. parish Kurrajong - Countyof Cook.",[SZ903],2623
Meehan,J,86,1811-16,Surveys at Pitt Town and Upper Nelson. Traverse at Narrabeen Lagoon and Pitt Water. County Cumberland.,[SZ904],2623
Meehan,J,17,1802,"Incomprehensible field notes on loose leaves, apparently in neighbourhood of Cooks River.",[SZ858],2622
Meehan,J,87,1811,"Survey of farms, grants, leases &c. Aird District (Minto) and Parramatta. Traverse of Bunburry Curran and Bow Bowing Creeks &c. County Cumberland.",[SZ905],2623
Meehan,J,88,1811-14,"Survey of Pt. Nepean River, South Creek and branches and Mulgoa Creek. Grants, farms,tracks &c. in parishes Appin, Bringelly, Mulgoa, Narellen, Menangle,Claremont, Upper Minto &c. County Cumberland.",[SZ906],2623
Meehan,J,90,1812-17,"Survey of portions at Botany, Rookwood, Green Hills and Gidley, Memo's referring tobuilding lines &c. at Parramatta. County Cumberland.",[SZ907],2623
Meehan,J,22,1803-08,"Survey of grants, farms, and leases; on the Hawkesbury River and South Creek - at Hunters Hill, Richmond Hill, Prospect, Cabramatta &c. Traverse of part of Hawkesbury River and South Creek. Track traverses County Cumberland.",[SZ859],2622
Meehan,J,91,1812-17,"Survey of portions at Bringelly, Cobbity, Narellan, Cook, Castle Hill and Gordon. Creek and track traverse. County Cumberland.",[SZ908],2623
Meehan,J,92,1812-22,"Survey of portions connections &c. at Cooks River, Botany, Bankstown, Gidley, Green Hills and Rookwood. Roads at Cooks River and Botany. County Cumberland.",[SZ909],2623
Meehan,J,24,1803-1820,"Survey of grants, farms, connections &c. Castlereagh, Bringelly, Mulgoa, Claremont, Prospect, Melville &c. County Cumberland.",[SZ861],2622
Meehan,J,95,1813-14,"Survey of portions and connections at Cook, Melville and Mulgoa. County Cumberland.",[SZ910],2623
Meehan,J,99,1814-21,"Survey of farms &c. Broken Bay, Lane Cove and Pitt Water. Traverse of Coast S.Head, North Harbour, Broken Bay &c. County Cumberland.",[SZ912],2623
Meehan,J,29,1804-05,"Survey of part of Hawkesbury and Nepean Rivers - road near Baulkham Hills. Farms at Hawkesbury, Pennant Hills, Richmond Hill, Castle Hill and Hawkesbury Road &c. County Cumberland.",[SZ862],2622
Meehan,J,101,1814,Survey of streets and frontages - towns of Sydney and Liverpool.,[SZ913],2623
Meehan,J,30,1804-07,"Survey of grants, farms and river traverses, Georges River, Prospect Creek &c. County Cumberland.",[SZ863],2622
Meehan,J,102,1814-16,"Survey of Lane Cove, Broken Bay, Pitt Water &c. Portions and grants &c. at Lane Cove, Hunters Hill &c. County Cumberland.",[SZ914],2623
Meehan,J,31,1804-08,"Survey of part of Shoalhaven River. Farms, grants, leases and roads Parramatta - Pennant Hills - Rookwood - Georges River, Seven Hills &c. Leases at Sydney; County Cumberland.",[SZ864],2622
Meehan,J,103,1814-22,"Traverse part of Liverpool and Parramatta Roads, commencing at their junction at Ashfield. Survey of roads and grants - Botany Bay District Leases at Sydney.",[SZ915],2623
Meehan,J,32,1804-10,Survey of part of Parramatta River. Leases at Sydney and Parramatta. Expedition to Shoalhaven.,[SZ865],2622
Meehan,J,106,1815,"Survey of roads,tracks &c. Liverpool, Airds, Toongabbee, North Shore (Blue's Pt.) Parish St. Luke and Minto - County Cumberland. Street traverses - Parramatta; and buildings at Sydney.",[SZ916],2623
Meehan,J,33,1804-07,Survey of leases &c. City of Sydney.,[SZ866],2622
Meehan,J,107,1815,"Survey of Pt.of Macquarie, Campbell and Fish Rivers - traverse of features and tracks neighbourhood of Bathurst - Counties Bathurst and Westmoreland.",[SZ917],2623
Meehan,J,34,1804-12,"Survey of Hawkesbury River and Branches, Caddi Creek, and farms at Windsor - County Cumberland.",[SZ867],2622
Meehan,J,108,1815-19,"Survey of farms tracks &c. Parishes of Mulgoa, Claremont &c. Buildings in town of Sydney. County Cumberland.",[SZ918],2623
Meehan,J,37,1805,Survey of part of South and Caddi Creeks. Roads at Lapstone Hill and the Cowpastures - traverse of tracks Parramatta - Hawkesbury and Nelson Common. County Cumberland.,[SZ868],2622
Meehan,J,38,1805,General observations and feature traverses. Jervis Bay and Shoalhaven River - County St. Vincent.,[SZ869],2622
Meehan,J,112,1816-19,"Survey of portions and tracks &c. Field of Mars, Castle Hill, Pennant Hills and Baulkham Hills. County Cumberland.",[SZ920],2623
Meehan,J,39,1805,Incomplete notes of surveys at Windsor. County Cumberland.,[SZ870],2622
Meehan,J,44,1806-08,"Survey of Hawkesbury and Nepean Rivers; Caddi and South Creeks. Grants, farms, roads &c. at Nelson, Seven Hills, Prospect &c. County Cumberland.",[SZ871],2622
Meehan,J,45,1806,"Survey of part of South Creek and Branches, East Creek &c. marked road and common at Seven Hills - Green Hills, Prospect, Seven Hills &c. County Cumberland.",[SZ872],2622
Meehan,J,46,1806,Survey of tracks &c. vicinity of the Cowpastures - County Cumberland.,[SZ873],2622
Meehan,J,47,1806-07,Surveys at Sydney and Harbour Parramatta Leases - Eastern Creek vicinity of Seven Hills &c. County Cumberland.,[SZ874],2622
Meehan,J,48,1806-08,"Survey of farms, Prospect, Londonderry &c. Georges River Road and Cowpastures Road. Track traverses &c. Castle Hill, Prospect, Upper Nelson &c. Nepean and Hawkesbury Rivers and South Creek.",[SZ875],2622
Meehan,J,49,1806-08,Survey of Prospect and Seven Hills Common. Orphan School Grant and farms at Prospect. Traverse of Cabramatta Creek. County Cumberland.,[SZ876],2622
Meehan,J,50,1806-10,"Survey of harbour frontages and farms &c. North Shore (Lane Cove, Hunters Hill &c.) Roads or tracks - Prospect, Green Hill &c. County Cumberland.",[SZ877],2622
Meehan,J,51,1806-17,"Survey of portion of Lane Cove River and grants and farms at Gordon, Willoughby &c. County Cumberland.",[SZ878],2622
Meehan,J,54,1807,Survey at Hacking or Haslems Creek - Richmond Hill and Cowpastures. Farms at Concord. County Cumberland.,[SZ879],2622
Meehan,J,55,1807-08,"Survey of grants &c. at Sydney (S. Harbour, Surry Hills, Woolloomooloo). Track traverses &c. Prospect near Toongabbee Stn. and South Creek (nearLondonderry). County Cumberland.",[SZ880],2622
Meehan,J,57,1807,Survey of leases &c. town of Sydney and Parramatta.,[SZ882],2622
Meehan,J,58,1807-20,"Survey of grants, leases &c. Sydney, Surry Hills, Botany, Redfern, Golden Grove, Newtown, Ultimo, Five Dock, Concord, Grose Farm &c. Coast survey, Bondi. County Cumberland.",[SZ883],2622
Meehan and Evans,-,23,1803-08,"Survey of grants, farms, leases &c. on Nepean River, South Creek, Parramatta, Richmond Hill, Seven Hills, Botany Bay, Lane Cove &c. Traverse of part of Hawkesbury River, Georges River, Cooks River and South Creek; County Cumberland.",[SZ860],2622
Meehan and Grimes,-,40,1805-11,"Survey of Nepean River. Grants, farms and roads at Cowpastures, Camden Park, Prospect, Parramatta - County Cumberland.",[SZ734],2622
Meehan and Oxley,-,142,1818-19,"Traverse and general observations being continuation of Field Book 143. Traverse of portion of coast Line, Illawarra, and across country, from Jervis Bay towards Mittagong. Counties Argyle, Camden and St. Vincent.",[SZ745],2624
Meehan and Oxley,-,154,1819,Survey of tracks - near Lake Illawarra; County Camden.,[SZ746],2624
Meehan and Oxley,-,155,1818-19,Original notes of traverse contained in Field Book 142 (latter portion).,[SZ747],2624
Meehan and Oxley,-,156,1819,"General observations on portion of coast Line at Illawarra, and country in neighbourhood of Jervis Bay. (Vide Field Book 158).",[SZ748],2624
Meehan and Oxley,-,158,-,Original notes of Survey contained in Field Book. 156. (Meehan and Oxley).,[SZ749],2624
Meehan and Oxley,-,161,1820,Traverse and general observations in the Counties Argyle and Camden.,[SZ750],2624
Meehan and Oxley,-,116,1816,"Survey of grants, farms &c. parish of Calderwood and Wollongong; also survey of the coast, at Illawarra (being original Field notes of Surveys contained in Field Book 119). County Camden.",[SZ735],2623
Meehan and Oxley,-,117,1816,Survey of coast (including Five Islands - near Illawarra) of Cumberland and Camden.,[SZ736],2623
Meehan and Oxley,-,118,1816,"Surveys at Kirkham Farm, parish Narellan. County Cumberland.",[SZ737],2623
Meehan and Oxley,-,119,1816-19,Surveys of coast and district surrounding Illawarra Lake. County Camden.,[SZ738],2623
Mitchell,-,560,1843,(Assistant Surveyor). Survey of Wononora Road - County of Cumberland.,[2/8066.7],-
Nicholson,-,720,1852-53,"Survey of Portions &c. - in various parishes - Counties of Roxburgh, Westmoreland, Bathurst, Georgiana and Wellington.",[2/8078.2],-
Nicholson,-,666,1850,"Survey of Grants, Farms &c. Parishes of Shadforth, Three Brothers, Osburu, Galbraith, Napier, Waugoola, Walli, Malongulli &c. Roads &c. - County Bathurst. Parishes Eusdale, Getholme, Stewart, Hearne &c. County Roxburgh.",[2/8073.8],-
Nicholson,-,618,1848,"Survey of farms on the Bell River and near Mouterfiores. Traverse of Macquarie and Bell Rivers and Fowl Mile Creek - County Bligh. Farms in Parishes Huntly and Lowry - County Bathurst. Small farms - in Counties Hunter, Phillip and Roxburgh. Molong Rivulet",[2/8069.7],-
Nicholson,-,619,1848,"Survey of grants, farms &c. in Parishes Three Brothers, Byng, Walli, Malongalli, Shadforth, Colville, Vittoria &c. and allotments at Blayney, Carcoal and Cowra - County Bathurst. Parishes Jesse, Hearne, Warranguinnia - County Roxburgh. Parish Booigan &c. ",[2/8069.8],-
Nicholson,-,450,1836,"Survey of Farms in Parishes Broombee, Piambong, Biragubil, Sutton &c. County Wellington. Farms in Parishes Guntawang, Dabee, Louee &c. County Phillip. Farms and Roads in Parishes Warragunnia, Hearne, Rylstone &c. County Roxburgh. Farm in Parish Yarragal C",[2/5067],-
Nutts,-,623,1848,Surveys of Hawkesbury Road and road to Peats Ferry - County Cumberland.,[2/8070.2],-
Ogilvie,-,487,1839-40,"Survey of Farms, Grants, Creeks, Roads &c. in Parishes Coolamin, Curragurra and Warne. County Roxburgh. Traverse of Manning River and at Dumaresque Island. County Macquarie &c.",[2/5099],-
Ogilvie,-,449,1836-37,(Assistant Surveyor) Preliminary Survey of St. Leonards; Bearings &c. at Blue's and Milson's Points; Lavender Bay. Road to Blue's and Milson's Points County Cumberland. Turon and Cudgegong Rivers - County of Roxburgh.,[2/5066],-
Ogilvie,-,501,1840-41,"Survey of Farms, Rivers, Creeks, Mountains &c. in Phs Wingham, Killawarra, Cundle &c. Coondo Creek and Range in vicinity. Portions of Manning and Hastings Rivers &c. County Macquarie, Johnstones Creek and Bay. Part of Parramatta River (near Long Nose Poin",[2/5112],-
Ogilvie,-,463,1837-39,"Survey of Farms at Cudgegong Creek and Parish of Bocoble, County Roxburgh. Farms at Cudgegong River, Meroo Creek and Parishes of Hargraves, Grattai, Trianbil &c. Traverse Cudgegong River. Cudgegong, Pyramid and McDonald's Creeks. Grattai Ponds; Mudgee Res",[2/5077],-
Ogilvie,-,464,1837,"Survey of Farms - Parishes Piambong, Biranganbil and Warrie &c. Traverse of the Bell River; Nubrigyn Creek; Larras Lake &c. Range between Muddy and Larras Lake Creeks. Road to Finch's Station - County Wellington. Fams Parishes Derale and Tongbong County o",[2/5078],-
Ogilvie,-,465,1837,"Survey of Farms in Parishes Derale and Guntawang - County Phillip. Farms - Parishes Wear, Ironbarks, Rouse &c. County Wellington. Traverse of the Macquarie and Bell Rivers; Nubrigyn Creek - County of Wellington. Farms. Parishes Wondaby &c. County Bligh.",[2/5079],-
Ogilvie,-,473,1838-39,"Survey of Farms in Parishes of Yarragal, Nanima &c. Traverse of Macquarie River and Yarrigal Creek - County Bligh. Farms Parish of Warne, Nubrigyn, Cooper &c. Nubrigyn and Boduldura Creeks; Town of Wellington. Farms - Parishes Gulgong. Wyaldra &c. Lawsons",[2/5087],-
Ogilvie,-,474,1838,"Survey of Farms at Talbragar parish. Traverse of Talbragar River and Cockabutta Creek. County Bligh. Farms - Parishes Nubrigyn, Boomey and Ironbarks. Bell River - County Wellington. Farms in Parishes Bolobolar, Bayley and Bara; Ranges between Bara and Bul",[2/5088],-
Ogilvie,-,475,1838,"Survey of Farms in Parish Maruthera &c. Traverse of Talbragar River and Lawson's Creek. Farms in Parishes Derale, Erundury, Bara, Louee &c. Town of Gulgong; Road to Carwell, Cooyal and Wilpinjong Creeks; Traverse of the Cudgegong River, Counties of Bligh ",[2/5089],-
Oxley,-,130,1817,"General observations and description of country along Lachlan River, from Depot (shownon I 103) to Mt. Cunningham and from thence to Mt. Brogden; and along the Peel Range to Strangfords Plains, on Lachlan River.",[SZ739],2623
Oxley,-,131,1817,"General observations and description of country along portion of the Lachlan River,and thence across country towards Mt. Elizabeth, near the Macquarie River.",[SZ740],2623
Oxley,-,132,1817,"General observations and description of Country from near. Mt. Elizabeth, along the Macquarie River; and thence on to Bathurst. (on 29 August 1817).",[SZ741],2623
Oxley,-,133,1817,"Survey of portions of the Lachlan and Macquarie Rivers; also general traverse of Country referred to in Field Books Nos. 130, 131 and 132 (Oxley).",[SZ742],2623
Oxley,-,191,1823,"Survey of Moreton Bay, Queensland for the month of October.",[SZ82],2624
Oxley,-,192,1823,Surveys around Hawkesbury and Brisbane Water. Specimens of rock from Port Curtis.,[SZ83],2624
Oxley,-,138,1818,"General observations on Oxley's route, down the Macquarie River to the Macquarie Marshes; and thence Eastwood.",[SZ743],2623
Oxley,-,139,1818,"General observations and description of country, from the Melville Hills near Tamworth, in a nearly due East direction to Port Macquarie.",[SZ744],2623
Oxley,-,202,1823,"Survey of Port Wilmot, Queensland for November 1823.",[SZ84],2625
Oxley,-,203,1823,Survey of Port Jackson to Port Curtis (October and November 1823).,[SZ85],2625
Oxley,-,171,1820,"General observations and exploration notes - Trial Bay, Smoky Cape and along thecoast to Port Macquarie.",[SZ751],2624
Oxley,-,172,1820,"Traverse and description of Country between Bathurst and Cawdor Station; County Camden, embracing, mountain ranges; the Campbell, Cookbundoon and Wollondilly Rivers - the Burra Burra, Bathurst, and George Lakes. Counties Bathurst, Argyle, Georgian, Murray",[SZ752],2624
Oxley and Hoddle,-,216,1824,Survey of the entrance to Moreton Bay (September and October) [includes sketch by Robert Hoddle],[SZ86],2625
Oxley and Hoddle,-,217,1824,Survey of Moreton Bay (October 1824) [includes sketch by Robert Hoddle],[SZ87],2625
Parkinson,-,601,1848,"Survey of Sections and Allotments - Town of Pambula, Parish of Yowaka - County Auckland. Farms. Parishes Warbreccan &c. Edward or Kyalla and Murray Rivers; Bullarale Creek and Town of Deniliquin - County of Townsend. Allotments and Burial ground - Town To",[2/8068.5],-
Parkinson,-,602,1848,"Survey of portions of the Edward River; Billabong, Yanks and other Creeks - County of Townsend.",[2/8068.6],-
Parkinson,-,530,1842-43,Traverse of the Edward River and tributaries - County of Townsend.,[2/8064.7],-
Parkinson,-,723,1853,"Traverse of Brogo River, Dry River, Double Creek - County of Auckland, Delegete River and Church Creek. Survey at Little Plains River and Range from Delegete River &c. - County of Wellesley.",[2/8078.5],-
Parkinson,-,665,1850-51,"Survey of allotments at Moruya, Greggs Flat, Murrimbula, and Eden - Counties of Dampier and Auckland.",[2/8073.7],-
Parkinson,-,685,1851,"Survey of Allotments at Eden Section 13. Traverse Honeysuckle Flat Creek. Brogo River. Farms:- W. Hibberd's 160ac. &c. ""Kameruka"" &c. Quarantine Ground, Twofold Bay - County Auckland &c. Murrah or Dry River. Range from Dry River &c. County of Dampier.",[2/8074.9],-
Parkinson,-,686,1851-53,Farms at Honeysuckle Flat - County Auckland. Coast Survey from Bermagui North - Wallaga Munmuga &c. Lakes - County of Dampier.,[2/8074.10],-
Parkinson,-,701,1852,"Survey of Allotments at Bombala; Part of Coast Line and Wogong Lake. Bombala and Coolumbooka Riverts &c. Mountains; Roads; Observations &c. Counties of Wellesley, Dampier &c.",[2/8076.3],-
Parkinson,-,702,1852,"Survey of Blind Creek; Lakes Wallgool and Wallaga. Bermague Road; Bearings to Mt. Dromdary &c. General Survey of Coast - Counties of Dampier, Auckland &c.",[2/8076.4],-
