SA Item,SG Map,Area,Firstname,Surname,Date,Description,Remarks
[6068],W.16-.20.1717,Warrego District,TE,Wener,,"Plans of road 29th parallel to Gundabloui road between Narran & Culgoa Rivers, crossing Bokhara & Ballandool Rivers.Road Mooni to Gundabloui, Narran River to Dindierna Waterhole - Bokhara River from Birrie to 29th parallel, Narran River to Bunna Bunna W",4 of 5
[6069],W.16-.20.1717,Warrego District,TE,Wener,,"Plans of road 29th parallel to Gundabloui road between Narran & Culgoa Rivers, crossing Bokhara & Ballandool Rivers.Road Mooni to Gundabloui, Narran River to Dindierna Waterhole - Bokhara River from Birrie to 29th parallel, Narran River to Bunna Bunna W",5 of 5
[6064],W.15.1717,Warrego District,TE,Wener,1 Jul 1861,"Plan showing the 29th parallel between the Barwon River and Ballandoon River, County Finch",
[6065],W.16-.20.1717,Warrego District,TE,Wener,1 Jul 1861,"Plans of road 29th parallel to Gundabloui road between Narran & Culgoa Rivers, crossing Bokhara & Ballandool Rivers.Road Mooni to Gundabloui, Narran River to Dindierna Waterhole - Bokhara River from Birrie to 29th parallel, Narran River to Bunna Bunna W",1 of 5
[6063],W.14.1717,Warrego District,Thomas E,Wener,1 Jul 1861,"Barwan (Barwon) River, Co. Finch, from 29th Parallel to Caidmuree Station. Other stations and roads shown.",
[4261],M.1482,Mendooran,-,White,1852,"Survey of the reserve containing 2,760 acres",
[4262],M.1483,Mendooran,-,White,1852,Survey of the Village and 60 allotments measured for sale,
[3677],M.706d,(Port) Macquarie,-,White,1836,Plan of the town,
[3680],M.706e,(Port) Macquarie,-,White,1838,"Plan showing the continuation westerly (& a copy by Fernyhough, 1839)",1 of 2
[1505],B.22.1313,Bligh Squatting District,-,White,Mar 1849,"Plan of tributaries of the Talbragar River Spicers and Mitchells Creek County Lincoln, with Mr Bromfields letters dated 12 Jul 1851 - station names shown",
[1505],B.23-.24.1313,Bligh Squatting District,-,White,Mar 1849,"Schedules of angles taken on before mentioned plans by GB White, Mar 29, 1849",1 of 3
[5064],R.3a.798,Roads,-,White,-,Similar plan to R.3.798,
[3681],M.706e,(Port) Macquarie,-,White,1838,"Plan showing the continuation westerly (& a copy by Fernyhough, 1839)",2 of 2
[4732],P.253,Pitt Town,-,White,nd,Parish of Pitt Town - portions shown,
[5077],R.2.811,Range (Mountain),-,White,1831,Ranges on Hawkesbury,
[1507],B.23-.24.1313,Bligh Squatting District,-,White,Apr 1853,"Schedules of angles taken on before mentioned plans by GB White, Mar 29, 1849",3 of 3
[3628],M.583 (?),Maitland,-,White,-,Showing locations prior to town,
[1506],B.23-.24.1313,Bligh Squatting District,-,White,Mar 1849,"Schedules of angles taken on before mentioned plans by GB White, Mar 29, 1849",2 of 3
[SZ523],W.2.385,Windsor,-,White,1827,Rough sketch of part of the town,
[SZ424],W.443,Windsor,-,White,1827,Town of Windsor plan as altered by White,
[SZ294],L.438,Londonderry (Parish),-,White,nd,Rough sketch of Parish of Londonderry,
[SZ522],W.1.385,Windsor,-,White,1827,Rough sketch of part of the town,
[2577],D.45A.1321,Lower Darling,ER,White,1850,Lower Darling Squatting District.The connexion of the South Australian Boundary line with the Surveys of the Murray River (County Tara),
[4882],P.5.805,Parry (County),GB,White,1832,Mooloworindi and Peel River then downwards,
[3021],H.600,Hunter River,GB,White,Apr 1829,"Plan Lamb's Valley - Parishes Tyraman and Wolfingham and Stanthorpe, County Durham",
[2031],C.222.730,Church Lands,GB,White,Apr 1845,"(Muswellbrook) Sketch showing the Episcopalian Burial Ground, town of Muswellbrook",
[1737],C.4.480,Cumberland (County),GB,White,1827,"North road, near Hawkesbury River (Sheet No.4)",
[1846],C.31a.730,Church Lands (Newcastle),GB,White,Jan 1833,Survey of 10 acres of land at Newcastle to form portion of Glebe,
[1739],C.7.480,Cumberland (County),GB,White,1827,"Parishes of Ham Common and St Matthew, showing roads and features",
[SZ530],W.1.518,Williams River,GB,White,Jul 1828,"Original survey on the west bank of the Williams River, from Wattle Creek to Tabbil Creek, shows the surrounding land",
[1952],C.131.730,Church Lands (Wolombi),GB,White,Aug 1841,Sketch of land in the Village of Wolombi granted to the Wesleyan Methodists for a School,
[5916],W.3.518,Williams River,GB,White,Mar 1830,Survey of Williams River & the located land thereon from Singleton's Mill on the Church reserve of Uffington to Tabbil Creek.This is a continuation of W.1.518 connecting it with W.2.518,
[1845],C.31.730,Church Lands (Newcastle),GB,White,Jan 1833,Survey of 40 acres of Glebe at Newcastle,
[3022],H.608,Hunter River,GB,White,Apr 1829,(Glendon Brook)Survey of Robert and Helenus Scott's lands,
[1850],C.37.730,Church Lands,GB,White,Oct 1833,(Wallis Plains)Survey of Land at Wallis Plains for Presbyterian Church,
[4684],O.10a.1208,Ordnance Lands,GB,White,May 1843,"(Newcastle)Resurvey of the land for the Military Barracks, Newcastle",
[5918],W.5.518,Williams River,GB,White,Aug 1830,Survey showing the Williams River to its source & the Range dividing it from the waters of the Allyn River. This is a continuation of W.3.518,2 of 2
[2617],D.1349,Dubbo,GB,White,1849,Plan of the allotments laid out in the Village of Dubbo - County of Lincoln - on the Macquarie River - for the approval of the Surveyor General,
[4396],N.3.652,Newcastle,GB,White,6 Sep 1833,Newcastle township with allotments and existing buildings with reference to same,
[1903],C.89.730,Church Lands (Newcastle),GB,White,Aug 1836,Sketch of the Newcastle Glebe,
[5158],R.2.972,Roads (Musclebrook),GB,White,28 Jul 1848,Plan of a marked line of road from Singleton by Jerry's Plains to Merton,1 of 2 (originally 3 sheets)
[5919],W.6.518,Williams River,GB,White,Nov 1830,Survey of the Chichester and Williams Rivers.Shows the surrounding land,
[2617],D.1349,Dubbo,GB,White,14 May 1849,"Dubbo town design, on Macquarie River, County Lincoln - Constable's house, Hyronimus's Inn and Despoint's store shown",
[2243],C.4.1096,Church Lands,GB,White,Dec 1840,(Middlehope & Butterwick)Plan showing the Church Reserves in the Parishes of Middlehope & Butterwick,
[1955],C.134.730,Church Lands (Newcastle),GB,White,Sep 1841,Sketch showing land in the vicinity of Newcastle for Roman Catholic Burial Ground. Annotations show land acquired for railway purposes Jul 1854,
[1904],C.90.730,Church Lands (Newcastle),GB,White,Aug 1836,Plan of two allotments at Newcastle reserved for the site of a Parsonage,
[1852],C.40.730,Church Lands (Newcastle),GB,White,Jan 1834,Survey of the Glebe at Newcastle in two portions,
[1503],B.20.1313,Bligh Squatting District,GB,White,Mar 1849,"Between Macquarie, Barwon & Namoi Rivers Ranges & includes Counties Napier, Lincoln, Ewanmar, Gregory, & Bligh with stations.",
[1854],C.42.730,Church Lands,GB,White,Apr 1834,(Jerry's Plains)Plan of two acres of land at Jerry's Plains reserved for the site of a Chapel,
[2058],C.254.730,Church Lands (Newcastle),GB,White,Dec 1846,Plan of Allotment for Presbyterian Church and Manse at Newcastle,
[2040],C.234.730,Church Lands (Wolombi),GB,White,Mar 1846,Sketch of land in the Township of Wolombi for a Wesleyan Burial Ground,
[2249],C.1108,Camberwell,GB,White,1840,Camberwell Village Reserve on Falbrook.County Durham,
[1855],C.43.730,Church Lands (Maitland),GB,White,May 1834,Sketch showing ground allotted for the building of a Roman Catholic Church at Maitland,
[2059],C.255.730,Church Lands (Aberdeen),GB,White,Dec 1846,"Sketch showing sites of Episcopalian Parsonage and School, Village of Aberdeen",
[2041],C.235.730,Church Lands (Wolombi),GB,White,Mar 1846,Plan showing land for Episcopalian Burial Ground and Church in the Village of Wolombi,
[3075],H.1.804,Hunter River,GB,White,1831,"Plan showing Ranges north of Hunter River, County Durham - showing stations, Peaknames, roads etc.",1 of 3
[2060],C.256.730,Church Lands,GB,White,Dec 1846,"Sketch of land for Roman Catholic Burial Ground, Muswellbrook",
[5125],R.892,RaymondTerrace,GB,White,1835,"Raymond Terrace, Village Reserve of Urawanba (? native name) - on Hunter River",
[2042],C.236.730,Church Lands (Wolombi),GB,White,Mar 1846,"Plan showing land for Roman Catholic Burial Ground, Wolombi",
[5604],S.1002,Seaham,GB,White,16 Mar 1838,"Seaham Village Reserve, County Durham, Williams River - sites for court and Government cottage shown - see Gazette 1838 folio 572",
[3078],H.822,Hunter River,GB,White,Jul 1833,"Plan showing Illuluang on Hunter River, Close's 2050 Acre grant - School Inn and other buildings, County Durham",
[2043],C.237.730,Church Lands (Newcastle),GB,White,Feb 1846,"Plan showing land for Wesleyan Burial Ground, Parish of Newcastle",
[4692],O.17.1208,Ordnance Lands,GB,White,Sep 1845,"(Newcastle) Sketch showing the land appropriated as the site for Military Barracks, Newcastle",
[5982],W.1225,Waverley,GB,White,15 Jul 1843,Waverley Village Reserve adjoining Waverley Estate on Isis River. It appears no village was established on this reserve,
[2044],C.238.730,Church Lands,GB,White,Mar 1846,"Plan showing land for site of Roman Catholic Church, West Maitland",
[5954],W.701b,Wollombi,GB,White,7 May 1834,"Wollombi Village, County Northumberland",
[2063],C.259.730,Church Lands,GB,White,Dec 1846,"Plan showing land as sites for Roman Catholic Church, School and Residence at Muswellbrook",
[1964],C.143.730,Church Lands (Newcastle),GB,White,Mar 1842,Sketch showing land in the Parish of Newcastle for Roman Catholic School House,
[5202],R.1.1026,Roads (Maitland to Raymond Terrace),GB,White,12 Aug 1836,Plan showing the proposed line of road from Maitland to Raymond Terrace.Shows the survey from the Newcastle-Maitland Road to the Hunter River near its junction with the Williams River,This is sheet 1 of 2 sheets (sheet 2 is SR Map No. 5203).
[SZ551],W.1.650,Williams River,GB,White,Jan 1830,"Survey of the swamp applied for by Mr King, and of the farms on the east bank of the Hunter River, from the east boundary of Beveridge's to the south boundary of Pennington's land",
[2066],C.267.730,Church Lands (Dungog),GB,White,May 1847,"Plan showing Allotment of site as Presbyterian School House, Parish of St Philip",
[1915],C.99.730,Church Lands (Maitland),GB,White,Feb 1839,Sketch showing the Burial Ground at Maitland marked out for Roman Catholics,
[2067],C.268.730,Church Lands (Dungog),GB,White,May 1847,"Plan showing Allotment of land as site for Presbyterian School House, Village of Dungog",
[2068],C.269.730,Church Lands,GB,White,Apr 1847,"Plan showing sites of land for Wesleyan Parsonage, School and Chapel at RaymondTerrace",
[1865],C.55.730,Church Lands (Maitland),GB,White,Apr 1835,Plan of the Maitland Glebe,
[1866],C.55a.730,Church Lands (Maitland),GB,White,Apr 1835,Plan showing the Maitland Glebe and Burial Ground,
[2839],G.1218,Greta,GB,White,1843?,"Greta, Parish Branxton, County Northumberland.Village Reserve at Anvil Creek",
[1970],C.151.730,Church Lands,GB,White,Dec 1842,"(East Maitland)Sketch showing 1 acre selected as the Presbyterian Burial Ground, East Maitland",
[2053],C.248.730,Church Lands,GB,White,Nov 1846,Plan showing land for Presbyterian School House and Burial Ground at Raymond Terrace,
[1838],C.24.730,Church Lands,GB,White,1833,"(Nelsons Plains)Plan ofthe Church Lands at Nelsons Plains, including land sold to John Wighton",
[2616],D.1.1347,Dubbo,GB,White,1849,"Plan showing the forty acres of land adjoining the Village Reserve of Dubbo, County Lincoln, selected by the Magistracy as a Police paddock",
[2072],C.275.730,Church Lands (Dungog),GB,White,May 1847,"Plan of Allotments for Roman Catholic School House and Burial Ground, Village of Dungog",
[1921],C.107.730,Church Lands,GB,White,Jul 1839,"(West Maitland)Planshowing 2 acres of land at West Maitland set apart for religious purposes of the Church of England. Included are sites of Maitland School, Police Reserve and Roman Catholic Church",
[5917],W.4.518,Williams River,GB,White,Aug 1830,Survey showing the Williams River to its source & the Range dividing it from the waters of the Allyn River. This is a continuation of W.3.518,1 of 2
[2073],C.279.730,Church Lands,GB,White,Jun 1847,Plan showing Allotment of site for a Roman Catholic Burial Ground at Clarence Town,
[SZ391],P.397,Pitt Town,GB,White,Apr 1827,"Pitt Town Parish - shows Cattai Creek & Hawkesbury River, South Creek, Punt - White's house, McDonalds and 31, 32, 33 milestones",
[1736],C.1.480,Cumberland (County),GB,White,1827,"Parish of the Field of Mars, showing roads and features",
[1973],C.155.730,Church Lands,GB,White,Dec 1842,"(Muswellbrook)Sketch showing the site for the Church, Parsonage and School at Muswellbrook",
[2708],F.1.549,Falbrook,GB,White,1828,"Trace of Fal Brook, Northwards from the first section Tree East of the Brook on MrGlennie's North Boundary (County Hunter)",
[5920],W.8.518,Williams River,GB,White,Jan 1831,"Survey connecting Falbrook with Patterson's River.Shows the surrounding land, including Gorangola Brook, Carrow Brook, Mt Royal, Carrow Mountain, etc. This is a continuation of W.518",
[1870],C.60.730,Church Lands,GB,White,Oct 1835,"(East Maitland)Survey showing the sites of the Church, School House and Gaol",
[SZ166],I.537 (1.2),Interior,GB,White,1831,"Sketch of the route of Major TL Mitchell's party up the Namoi River to Gwydir River, & across to the Darling River, from the Liverpool Range to the Darling",
[3072],H.718,Hunter River,GB,White,28 Jul 1831,"Town Newcastle on Hunter River, shows Church of England Burial, School and Parsonage and Australian Agricultural Company's buildings and paddocks, also two mills",
[1738],C.6.480,Cumberland (County),GB,White,1827,"Parishes of Nelson and Castle Hill, showing roads and features",
[5159],R.3.972,Roads (Musclebrook),GB,White,28 Jul 1848,Plan of a marked line of road from Singleton by Jerry's Plains to Merton,2 of 2 (originally 3 sheets)
[2075],C.281.730,Church Lands,GB,White,Jun 1847,"Plan showing site of Presbyterian School House, Clarence Town",
[1740],C.8.480,Cumberland (County),GB,White,1827,Hunters Hill road,
[3076],H.2.804,Hunter River,GB,White,1831,"Plan showing Ranges north of Hunter River, County Durham - showing stations, Peaknames, roads etc.",2 of 3
[1925],C.112.730,Church Lands (Paterson),GB,White,Aug 1839,"Plan showing land set apart for Church, School and Parsonage in the Village of Paterson",
[3077],H.3.804,Hunter River,GB,White,Jul 1833,"Plan showing Ranges north of Hunter River, County Durham - showing stations, Peaknames, roads etc.",3 of 3
[4422],N.1072a,Newcastle,GB,White,14 Nov 1839 (survey),"Newcastle and neighbouring grants, islands, etc.",
[3812],M.898,Maitland,GB,White,May 1835,Township design,
[1978],C.161.730,Church Lands (Scone),GB,White,May 1843,"Sketch of land for School House, Church and Parsonage, Village of Scone",
[1928],C.116.730,Church Lands,GB,White,Sep 1840,"(Raymond Terrace) Sketch of land set apart for Church, School House and Parsonage for Episcopalians",
[4748],P.523a,Patterson & Allyn Rivers,GB,White,-,Patterson & Allyn Rivers copy - County Durham,
[1980],C.164.730,Church Lands,GB,White,May 1843,"(Murrurundi)Sketch showing site of School Allotment, Village of Murrurundi",
[2081],C.287.730,Church Lands (Seaham),GB,White,Jul 1847,"Plan of land for Presbyterian Burial Ground and School House, town of Seaham",
[5090],R.1.830,Road,GB,White,-,Plan of Old and new lines of road as marked by Major Mitchell in 1833 south and west of Hunter River (County Northumberland),
[2083],C.289.730,Church Lands (Merriwa),GB,White,Oct 1847,"Plan showing sites for Roman Catholic Church and Parsonage, Village of Merriwa",
[5091],R.2.830,Road,GB,White,1833,"Plan of old and new lines of road in the District of Hunter, including the north Road as marked by Major Mitchell in 1833 - Co. Northumberland",
[3114],H.3.1262,Hunter River,GB,White,Oct 1844,Plan (lithograph) of Port Hunter & Hunter River to West Maitland with reference made re dredging machinery & Governor Gipps - locations shown on river,
[5092],R.3.830,Road,GB,White,1833,Plan of the North Road from Wollombi to Broke as marked by Major Mitchell in 1833.See R.7641.1603 for re-survey of part,
[5093],R.4.830,Road,GB,White,1833,"Plan of part North Road, Parish Leamington, as marked by Mitchell in 1833",
[2016],C.206.730,Church Lands (Newcastle),GB,White,Nov 1844,"Sketch of site for Presbyterian School, Newcastle",
[2017],C.207.730,Church Lands (Newcastle),GB,White,Nov 1844,"Sketch of site for Presbyterian Burial Ground, town of Newcastle",
[1985],C.172.730,Church Lands (Newcastle),GB,White,Jul 1843,"Sketch of Allotment for site of Wesleyan School, Newcastle",
[5095],R.6.830,Road,GB,White,1835,"Sketch Plan of road and country from Singleton's Ford, Hunter River, north west to Western Salt Ponds, Parish Liddle, Co.Durham, etc., Singleton's Inn & Brown's Inn shown on southeast side of river",
[2018],C.208.730,Church Lands,GB,White,Jul 1844,"(Muswellbrook)Sketch of site for Presbyterian Church and School, Muswellbrook",
[1986],C.173.730,Church Lands,GB,White,Aug 1843,"(West Maitland)Sketch showing Glebe, Church site, School site and Minister's dwelling, Presbyterian Church, West Maitland",
[1827],C.14.730,Church Lands,GB,White,Jan 1832,(Parish of Wittingham)Church reserve showing Burial Ground and School House measured for the sale of the northern sections,
[2019],C.209.730,Church Lands (Newcastle),GB,White,Nov 1844,"Sketch of site of Roman Catholic Church, School and Parsonage, Newcastle",
[1987],C.174.730,Church Lands (Paterson),GB,White,Aug 1843,"Sketch showing site of Roman Catholic School House, town of Paterson",
[SZ552],W.2.650,Williams River,GB,White,Mar 1830,"Survey of the swamp east of King's farm, and the located lands in the neighbourhood from the south boundary of Pennington's to the east boundary of Beveridge's farm (similar to W.1.650)",
[1988],C.175.730,Church Lands (Paterson),GB,White,Aug 1843,"Sketch showing site of Presbyterian Church, Parsonage and SchoolHouse, town of Paterson",
[5031],R.697,Roads,GB,White,1831,Trace of road Maitland to Patricks River showing then existing locations of houses along road,
[4877A],P.795,Patterson,GB,White,31 Dec 1832,"Patterson Village, Parish Houghton, County Durham 90 acres purchased by the Government from Mrs Ward - Paterson's River",
[5203],R.2.1026,Road,GB,White,-,"Survey of proposed road from Hunter River - County Clarence. Town Raymond Terrace, Mount Torrence",
[5204],R.1034,Road,GB,White,1838,"Survey of road from Maitland southerly to pass of the Sugarloaf Range towards Brisbane Water.(For re-survey see R.466.1603, Lands Department)",
[1837],C.23.730,Church Lands,GB,White,Nov 1832,(Parish of Wittingham)Sketch of north west section of Church Land of the Parish of Wittingham,
[5139],R.902,Roads,GB,White,1835,(Hunter & Paterson)Plan of a proposed line of road between Maitland and the Village of Paterson,
[4878],P.1.805,Parry (County),GB,White,1832,Peel River from source downwards,
[1689],C.384,Coast,GB,White,1827,Map of the coast line from North Head of Port Jackson to Broken Bay. And a compilation showing the boundaries of JT Collins' land & others on Narrabeen Lake (drawn later but to be kept with C.384),
[4879],P.2.805,Parry (County),GB,White,1832,Range between Page and Cuirindi Rivers,
[SZ531],W.2.518,Williams River,GB,White,Dec 1829,"Williams River, Myall & Myald, Warribeloe & Chiccate Creeks; Mounts Narrone, Boorawine, Condogot & Feingal; Mackenzie & McLean's ""Tacumbuc"", Judge Dowling's ""Cullingalla"", McRay's ""Melbec"", Mann's ""Minni"", & Anley's grant - County Durham, Parish Dungog an",
[2709],F.2.549,Fal Brook,GB,White,Oct 1828,Trace of Fal Brook northwards.Adjoins F.1.549 (SR Map No.2708),
[4800],P.3.805,Parry (County),GB,White,1832,Parts of Peel and Cockburn Rivers,
[5918],W.5.518,Williams River,GB,White,Aug 1830,"Williams River, Allyn River sources near Mount Williams, Mount Allyn, Chichesta Range and Williams Range - County Durham",
[5036],R.720,Roads,GB,White,1831,Survey New North Road from Punt - Hawkesbury River at Wiseman's to reserve at Wollombi with feature names,
[4881],P.4.805,Parry (County),GB,White,1832,Red River from Woolamul down and Liverpool Range,
[3009],H.566.a,Hunter River,GB,White,nd,Survey of Hunter River as in H.566 showing Parishes etc.,
[SZ406],P.931,Parramatta,H,White,4 Feb 1836,Parramatta - proposed continuation of Early Street and fences and locations,
[3811],M.864,Murrumbidgee,H,White,15 Jan 1834,"Survey of Morumbidgee (Murrumbidgee) & country south of Lake George. Includes Molonglo Plains, ""Canberry"" Station of Moore & Campbell (now site of Canberra) & Murrumbidgee River",
[6130],W.2451a,Wangat,HC,White,20 Oct 1880,"Wangat Village design, Parish Wangat, County Gloucester - design cancelled, see W.2451.b",
[1741],C.9.480,Cumberland (County),HF,White,1827,"Compilation Map of plans C.6, 7 & 8.480, showing rds from Parramatta wharf to Windsor, Richmond through Parishes Nelson, Matthew, Ham Common, Castlehill, Co Cumberland with location of grants & houses along roads. (for C.1, 2, 3, 4 & 5.480 see other list)",
[1419],B.791a,Bathurst,HF,White,19 Oct 1832,"Plan of township prepared for use of Governor (Bourke) on his journey to Bathurst with note respecting the laying out of town, 1832 by Mitchell. Map shows existing locations at that time, grants etc.",
[2231],C.926.a,Camden (County),HF,White,-,Unfinished Plan of County of Camden. Not dated,
[2232],C.936,Cumberland (County),HF,White,-,County Cumberland showing roads and farms.Not dated,
[5593],S.932,Snodgrass Valley,HF,White,c.1836,Snodgrass Valley Village design located about 12 miles north of Wiseman's - County Northumberland,
[1427],B.946.a,Boat Harbour VR (now Mariaville),HF,White,1 Nov 1836,Shows Constable's Hut,
[2765],G.621,Goulburn Plains,HF,White,Oct 1829,Township on Wollondilly River south side near junction Mulwaree Ponds,
[5963],W.879,Wollongong,HF,White,1834,Wollongong town,
[5059],R.I.798,Roads,HF,White,1830,Plans of lines of roads at the Razor Back Hills and grantees. County Camden.,
[5951],W.2.692,Wooloomooloo,HF,White,Jan 1831,Plan of Wooloomooloo showing Girard's encroachment,
[5063],R.3.798,Roads,HF,White,1832,Plan of Road Cawdor to Stonequarry over Mount Prudhoe - two road party camps shown.Co. Camden - shows road originally marked,
[1383],B.1a.710,Bong Bong,HF,White,c.1844,"Copy of B.1.710, obtained from the Colonial Secretary's Office about the beginning of 1844",
[3146],I.362,Illawarra,HF,White,1834,Finished Plan of Illawarra from Coal Cliff to Jervis Bay.Shows land holdings,
[5065],R.4.798,Roads,HF,White,1832,Sketch of roads (Old and present) and ranges at Douglas's Hill and House. County Camden,
[3703],M.11.745,Mulgoa Farms,HF,White,Dec 1835,Plan of 480 acres of land in the Parish of Weromba applied for as a purchase by John Tooth,
[1860],C.50.730,Church Lands,HF,White,Dec 1834,(Wollongong)Plan of the Protestant Burial Ground at Wollongong,
[3147],I.362a,Illawarra,HF,White,1834,"Map of Illawarra between Bulli, Shoalhaven River & mountains westerly, with grantees names and roads.Mounts Keera & Kembla shown, also Smith's House at Wollongong. No survey details on this plan - Jerry Baily Point at mouth of Shoalhaven shown on I.362,",
[5950],W.1.692,Woolloomooloo,HF,White,Jan 1831,"Survey in large scale showing the allotment of Smith and Barker, and Girard's encroachment",
[3223],K.816b,Kissing Point,HF,White,-,Similar to K.816,
[1864],C.54.730,Church Lands (Liverpool),HF,White,Feb 1835,Survey of Allotment in the town of Liverpool for the Wesleyan Methodists,
[5073],R.0.811,Range (Mountain),HF,White,1831,Plan of Ranges in vicinity of Wiseman's and Hawkesbury River.Also locations,
[5074],R.811,Range (Mountain),HF,White,1832,Survey of part of the Dividing Range County of Cumberland with branches from north of Castle Hill to Kirkham (Oxleys) & Hamilton Humes near Appin and important property location between these,
[1867],C.56.730,Church Lands (Cobbity),HF,White,Jul 1835,Plan of 40 acres for a Glebe at Cobbity,
[3100],H.974a,Lord Howe Island,HF,White,7 Jan 1835,Survey Lord Howe's Island (with tracing),2 of 2
[2218],C.2.845,-,HF,White,Jul 1833,"Plan of country to the westward of the Wollondilly and Burrogorang. Shows the peaks Tonalli, Mount Colong, Barrallier Pass, as now named, the Square Rock, Bindook, Kowmung Creek and Mount Shivering as now named",
[2670],E.1.964,Emu Plains,HF,White,20 May 1832,Similar Plan as E.964.Survey of buildings there includes stockade etc.,1 of 2
[1869],C.58.730,Church Lands,HF,White,Sep 1835,(Parramatta) Plan of the Roman Catholic School and Chapel Allotment in the town of Parramatta,
[5462],S.734a,Sydney,HF,White,1828,"Similar plan, with Wooloomooloo allotments and distillery in Paddington etc.",1 of 2
[1873],C.63.730,Church Lands (Mulgoa),HF,White,Apr 1836,Plan of land given in the Parish of Mulgoa by Edward Cox for a Church and Burial Ground etc.,
[5173],R.989,Road,HF,White,1837,Line of road from Ballengara Wilson's River to McLeay River - Commandants Hill County Macquarie,
[1874],C.64.730,Church Lands (Windsor),HF,White,Apr 1836,"Plan of 8.5 acres of land at Windsor, part of the Glebe of St Matthews",
[3099],H.974a,Lord Howe Island,HF,White,7 Jan 1835,Survey Lord Howe's Island (with tracing),1 of 2
[5015],R.655,Road,HF,White,1829,Plan of line of road from Snodgrass Valley township along Judge Dowling's Range to Wiseman's at Wollombi Brook - Sampsons Pass and several named peaks shown County Northumberland - copied from Major Mitchell's original survey,
[1875],C.64a.730,Church Lands (Windsor),HF,White,Apr 1836,"Plan of 31.5 acres of land at Windsor, part of the Glebe of St Matthews",
[5964],W.2.879,Wollongong,HF,White,1834,Wollongong town - probably a copy of original plan,
[5020],R.658,Road,HF,White,1830,"Sketch Plan of Razor Back hills and roads - County Camden by HF White, Apr 1830 - also grants",
[4819],P.13.750,Parramatta,HF,White,17 Feb 1836,"Plan of allotment in Town of Parramatta applied for as purchase by GH Barker, corner of Pennant, Brickfield and Ross Streets",
[5098],R.841.a,Roads (General Map),HF,White,nd,"General Plan of roads northward from Sydney, from a survey made in Jul 1829.Shows from Sydney to Manning River & Liverpool Plains",
[4820],P.15.750,Parramatta,HF,White,7 Mar 1836,"Plan of 3 allotments in the Town of Parramatta applied for as purchase by George Suttor and William Tuckwell, corner of O'Connell, Grose and Fennell Streets",
[SZ311],M.607,Murrumbidgee River,HF,White,Jul 1829,"Murrumbidgee River, Lake George, Molonglo & Yass.Copied from Dixon & Docker",
[1434],B.966,Ballengara VR,HF,White,13 Apr 1837,For proposed Village - shows existing locations,
[5926],W.625,Woolloomooloo,HF,White,Oct 1828,"Sketch of Woolloomooloo allotments and the country to the east showing Cooper's house, Underwood's distillery and as far as the Point Piper Road, from Major Mitchell's field sketch copied by HF White",
[5463],S.734b,Sydney,HF,White,1828,"Similar plan, with Wooloomooloo allotments and distillery in Paddington etc.",2 of 2
[3370],L.910,Lunatic Asylum (?),HF,White,15 Dec 1835,"Plan of land at Tarban Creek, Parramatta River, showing location of Asylum, Telegraph office and grants",
[2666],E.744,Emu Plains,HF,White,20 May 1832,Proposed Village site and location of old and new lines of road to Bathurst up Lapstone Hill,
[4419],N.888.a,Newtown,HF,White,Oct 1835,"Survey of the portions of the broad road fenced by the occupants of Devine's 210 acres, proposed to be sold to them at a fixed price",
[2671],E.2.964,Emu Plains,HF,White,20 May 1832,Similar Plan as E.964.Survey of buildings there includes stockade etc.,2 of 2
[1439],B.973,Bombay,P,White,Not dated but old,"Plan of the ""Fort"" and part of the Island of Bombay (India) Scale about 18 chains to an inch",
[5040],R.729.b,South Roads,-,White & Butler,1831,"Copy of general Plan of roads South of Sydney to Lake George.Shows present roads, proposed new lines & county boundaries",
[3489],L.16.1634,Lithographs,-,White & Gale,1856?,"Lithograph of Glendon Estate sub-division for sale at auction 21 May 1856.Shows homestead buildings, huts, at ford of Hunter River of road from Patterson, Glendon Brook and West Brook",
[3630],M.583,Maitland,GB,White (?),c.1829,Town plan (design),2 of 2 plans
[3627],M.577,Maitland,GB,White (?),Late 1820s or 1831-2,"Township, County Northumberland.Shows public and other buildings at the site",
[3629],M.583,Maitland,GB,White (?),c.1829,Town plan (design),1 of 2 plans
[5120],R.882,Road,HF,White (draftsman),1832,"Survey of new line of road, Liverpool to Lupton's Inn.Shows Glenfield, Macquarie Field, Pheasants Nest Pass, Broughtons Pass, County Camden",
[SZ453],S.627a,Sydney,-,White and Larmer,Nov 1829,Copies of S.627,1 of 2
[SZ454],S.627b,Sydney,-,White and Larmer,Nov 1829,Copies of S.627,2 of 2
[1477],B.1245,Balgowlah,G or TL,White or Mitchell,not known,"Original plan for the Village of Balgowlah.Copy of same by Brindley, 1844, 8 Oct",
[2306],C.1.1197,Clarence River,-,William,1842,Survey of features for Town of Selborne (now Lawrence) at Junction Clarence and Sportsmans Creek,
[1511],B.2.1334,Bombala,-,Willis,1883,Lithograph for office use superseding B.1.1334,
[899],C.1355.b,Cowra,-,Willis,1882,"Lithograph for office use ""9 Oct 1882"" (Catalogue)",
[897],C.1633.f,Corowa,-,Willis,1883,"Lithograph for office use ""30 May 1883"" (Catalogue)",
[1569],B.1788.a,Buckland (County),-,Willis,1874,"Lithograph of the County of Buckland, for office use",1 of 2 sheets
[1570],B.1788.a,Buckland (County),-,Willis,1874,"Lithograph of the County of Buckland, for office use",2 of 2 sheets
